RowId,Source,Flight,ScheduledDeparture,ActualDeparture,DepartureGate,ScheduledArrival,ActualArrival,ArrivalGate
177,2,14,19,19,3,19,19,3
178,14,14,,20,,,20,
179,15,14,,24,,,24,
180,10,14,,24,,,24,
181,11,14,,24,,,24,
182,9,14,,24,,,24,
183,11,14,22,22,3,22,22,3
184,12,14,22,22,3,22,22,3
185,7,14,25,25,3,25,25,3
186,19,14,25,25,3,25,25,3
187,13,14,25,25,3,25,25,3
188,11,14,18,18,,18,18,
189,9,14,18,18,,18,18,
190,,14,18,18,,18,18,
191,10,14,15,15,17,15,15,16
192,6,14,15,15,17,15,15,16
193,5,14,15,15,,15,15,
194,11,14,15,15,17,15,15,16
195,12,14,15,15,17,15,15,16
196,6,14,15,15,,15,15,
197,11,14,15,15,6,15,15,3
198,6,14,10,10,3,10,10,3
199,7,14,19,,,19,,
200,13,14,15,15,,15,15,
201,2,15,19,19,1,19,19,3
202,14,15,,20,,,20,
203,15,15,,24,,,24,
204,10,15,,24,,,24,
205,11,15,,24,,,24,
206,9,15,,24,,,24,
207,11,15,22,22,1,22,22,3
208,12,15,22,22,1,22,22,3
209,7,15,25,25,1,25,25,3
210,19,15,25,25,1,25,25,3
211,13,15,25,25,1,25,25,3
212,11,15,18,18,,18,18,
213,9,15,18,18,,18,18,
214,,15,18,18,,18,18,
215,10,15,15,15,10,15,15,16
216,6,15,15,15,10,15,15,16
217,5,15,15,15,,15,15,
218,11,15,15,15,10,15,15,16
219,12,15,15,15,10,15,15,16
220,6,15,15,15,,15,15,
221,11,15,15,15,1,15,15,3
222,6,15,10,10,1,10,10,3
223,7,15,19,,,19,,
224,4,15,18,18,,18,18,
225,8,15,18,18,,18,18,
226,13,15,10,10,1,10,10,3
227,13,15,19,,,19,,
228,2,15,19,19,3,19,19,2
229,14,15,,20,,,20,
230,15,15,,24,,,24,
231,10,15,,24,,,24,
232,11,15,,24,,,24,
233,9,15,,24,,,24,
234,11,15,22,22,3,22,22,2
235,12,15,22,22,3,22,22,2
236,7,15,25,25,3,25,25,2
237,19,15,25,25,3,25,25,2
238,13,15,25,25,3,25,25,2
239,11,15,18,18,,18,18,
240,9,15,18,18,,18,18,
241,,15,18,18,,18,18,
242,10,15,15,15,3,15,15,2
243,6,15,15,15,3,15,15,2
244,5,15,15,15,,15,15,
245,11,15,15,15,3,15,15,2
246,12,15,15,15,3,15,15,2
247,6,15,15,15,,15,15,
248,11,15,15,15,3,15,15,5
249,6,15,10,10,3,10,10,2
250,7,15,19,,,19,,
251,3,15,18,,3,18,,2
252,4,15,18,18,,18,18,
253,13,15,10,10,3,10,10,2
254,10,15,22,22,3,22,22,2
255,2,14,19,19,3,19,19,1
256,15,14,,24,,,24,
257,10,14,,24,,,24,
258,11,14,,24,,,24,
259,9,14,,24,,,24,
260,11,14,22,22,3,22,22,1
261,12,14,22,22,3,22,22,1
262,7,14,25,25,3,25,25,2
263,19,14,25,25,3,25,25,2
264,13,14,25,25,3,25,25,2
265,11,14,18,18,,18,18,
266,9,14,18,18,,18,18,
267,,14,18,18,,18,18,
268,10,14,15,15,16,15,15,14
269,6,14,15,15,16,15,15,14
270,5,14,15,15,,15,15,
271,11,14,15,15,16,15,15,14
272,12,14,15,15,16,15,15,14
273,6,14,15,15,,15,15,
274,11,14,15,15,3,15,15,3
275,6,14,10,10,3,10,10,1
276,7,14,19,19,,19,19,
277,8,14,19,19,,19,19,
278,2,15,19,19,2,19,19,1
279,14,15,,20,,,20,
280,15,15,,24,,,24,
281,10,15,,24,,,24,
282,11,15,,24,,,24,
283,9,15,,24,,,24,
284,11,15,22,22,2,22,22,1
285,12,15,22,22,2,22,22,1
286,7,15,,19,2,,19,1
287,19,15,,19,2,,19,1
288,13,15,,19,2,,19,1
289,11,15,18,18,,18,18,
290,9,15,18,18,,18,18,
291,10,15,,13,,,13,
292,6,15,,13,,,13,
293,5,15,,13,,,13,
294,11,15,,13,,,13,
295,12,15,,13,,,13,
296,6,15,,13,,,13,
297,6,15,10,10,2,10,10,1
298,13,15,10,10,2,10,10,1
299,2,15,18,37,3,19,19,
300,15,15,24,,,25,,
301,10,15,24,,,25,,
302,11,15,24,,,25,,
303,9,15,24,,,25,,
304,7,15,,19,2,,19,
305,19,15,,19,2,,19,
306,13,15,,19,2,,19,
307,10,15,,13,,,14,
308,6,15,,13,,,14,
309,5,15,,13,,,14,
310,11,15,,13,,,14,
311,12,15,,13,,,14,
312,6,15,,13,,,14,
313,6,15,10,10,3,11,,
314,8,15,,13,,,14,
315,13,15,,13,,,14,
316,2,15,19,,2,19,,2
317,14,15,20,,,20,,
318,15,15,,24,,,24,
319,10,15,,24,,,24,
320,11,15,,24,,,24,
321,9,15,,24,,,24,
322,11,15,22,22,,22,22,
323,12,15,22,22,,22,22,
324,7,15,25,,3,25,,2
325,19,15,25,,3,25,,2
326,13,15,25,,3,25,,2
327,11,15,18,37,,18,37,
328,9,15,18,37,,18,37,
329,,15,18,37,,18,37,
330,10,15,15,,,15,,
331,6,15,15,,,15,,
332,5,15,15,,,15,,
333,11,15,15,,,15,,
334,12,15,15,,,15,,
335,6,15,15,13,,15,13,
336,11,15,15,22,2,15,22,2
337,6,15,10,,,10,,
338,7,15,19,19,,19,19,
339,3,15,,,,21,21,3
340,8,15,19,19,,19,19,
341,13,15,10,,,10,,
342,10,15,22,22,,22,22,
343,13,15,19,19,,19,19,
344,2,13,18,18,,19,19,3
345,15,13,24,,,25,,
346,10,13,24,,,25,,
347,11,13,24,,,25,,
348,9,13,24,,,25,,
349,7,13,,19,,,19,2
350,19,13,,19,,,19,2
351,13,13,,19,,,19,2
352,10,13,,13,,,14,
353,6,13,,13,,,14,
354,5,13,,13,,,14,
355,11,13,,13,,,14,
356,12,13,,13,,,14,
357,6,13,,13,,,14,
358,11,13,15,24,23,16,24,23
359,6,13,10,10,3,11,11,3
360,7,13,19,,,19,,
361,8,13,19,,,19,,
362,13,13,10,10,3,11,11,3
363,13,13,19,,,19,,
364,2,15,19,19,3,18,18,2
365,15,15,,25,,,24,
366,10,15,,25,,,24,
367,11,15,,25,,,24,
368,9,15,,25,,,24,
369,11,15,22,22,,22,22,
370,12,15,22,22,,22,22,
371,7,15,25,25,3,25,25,2
372,19,15,25,25,3,25,25,2
373,13,15,25,25,3,25,25,2
374,11,15,19,19,,18,18,
375,9,15,19,19,,18,18,
376,,15,19,19,,18,18,
377,10,15,16,16,,15,15,
378,6,15,16,16,,15,15,
379,5,15,16,16,,15,15,
380,11,15,16,16,,15,15,
381,12,15,16,16,,15,15,
382,6,15,16,16,,15,15,
383,11,15,16,24,23,15,24,23
384,6,15,11,11,,10,10,
385,7,15,19,,,19,,
386,8,15,19,,,19,,
387,13,15,11,11,,10,10,
388,10,15,22,22,,22,22,
389,2,15,19,19,3,18,18,3
390,15,15,,25,,,24,
391,10,15,,25,,,24,
392,11,15,,25,,,24,
393,9,15,,25,,,24,
394,11,15,22,22,,22,22,
395,12,15,22,22,,22,22,
396,7,15,25,25,3,25,25,2
397,19,15,25,25,3,25,25,2
398,13,15,25,25,3,25,25,2
399,11,15,19,19,,18,18,
400,9,15,19,19,,18,18,
401,,15,19,19,,18,18,
402,10,15,16,16,10,15,15,3
403,6,15,16,16,10,15,15,3
404,5,15,16,16,,15,15,
405,11,15,16,16,10,15,15,3
406,12,15,16,16,10,15,15,3
407,6,15,16,16,,15,15,
408,11,15,16,24,23,15,24,23
409,6,15,11,11,,10,10,
410,7,15,19,,,19,,
411,4,15,19,19,,18,18,
412,2,15,19,19,2,19,19,3
413,14,15,,21,,,20,
414,15,15,,25,,,24,
415,10,15,,25,,,24,
416,11,15,,25,,,24,
417,9,15,,25,,,24,
418,7,15,,19,2,,19,3
419,19,15,,19,2,,19,3
420,13,15,,19,2,,19,3
421,10,15,,14,,,13,
422,6,15,,14,,,13,
423,5,15,,14,,,13,
424,11,15,,14,,,13,
425,12,15,,14,,,13,
426,6,15,,14,,,13,
427,11,15,16,16,5,15,15,6
428,6,15,11,11,2,10,10,3
429,7,15,19,,,19,,
430,3,15,25,,2,24,,2
431,8,15,19,,,19,,
432,13,15,11,11,2,10,10,3
433,13,15,19,,,19,,
434,,15,29,29,,28,28,
435,14,15,,21,,,20,
436,15,15,25,,,24,,
437,10,15,25,,,24,,
438,11,15,25,,,24,,
439,9,15,25,,,24,,
440,11,15,22,22,2,22,22,3
441,12,15,22,22,2,22,22,3
442,7,15,,19,2,,19,3
443,19,15,,19,2,,19,3
444,13,15,,19,2,,19,3
445,11,15,19,19,,18,18,
446,9,15,19,19,,18,18,
447,10,15,,14,,,13,
448,6,15,,14,,,13,
449,5,15,,14,,,13,
450,11,15,,14,,,13,
451,12,15,,14,,,13,
452,6,15,,14,,,13,
453,6,15,11,11,4,10,10,3
454,3,15,,,,18,,
455,13,15,11,11,4,10,10,3
456,2,15,19,18,2,18,18,2
457,15,15,,25,,,24,
458,10,15,,25,,,24,
459,11,15,,25,,,24,
460,9,15,,25,,,24,
461,11,15,22,22,,22,22,
462,12,15,22,22,,22,22,
463,7,15,25,25,2,25,25,2
464,19,15,25,25,2,25,25,2
465,13,15,25,25,2,25,25,2
466,11,15,19,19,,18,18,
467,9,15,19,19,,18,18,
468,,15,19,19,,18,18,
469,10,15,16,16,,15,15,
470,6,15,16,16,,15,15,
471,5,15,16,16,,15,15,
472,11,15,16,16,,15,15,
473,12,15,16,16,,15,15,
474,6,15,16,16,,15,15,
475,11,15,18,24,23,15,24,23
476,6,15,11,11,,10,10,
477,7,15,19,,,19,,
478,8,15,16,16,,15,15,
479,13,15,11,11,,10,10,
480,2,15,19,19,3,19,19,
481,14,15,,21,,,21,
482,15,15,,25,,,25,
483,10,15,,25,,,25,
484,11,15,,25,,,25,
485,9,15,,25,,,25,
486,7,15,,19,3,,19,
487,19,15,,19,3,,19,
488,13,15,,19,3,,19,
489,10,15,,14,,,14,
490,6,15,,14,,,14,
491,5,15,,14,,,14,
492,11,15,,14,,,14,
493,12,15,,14,,,14,
494,6,15,,14,,,14,
495,6,15,11,,,11,,
496,7,15,19,,,19,,
497,13,15,11,,,11,,
498,,15,29,29,,28,28,
499,14,15,,21,,,20,
500,15,15,25,,,24,,
501,10,15,25,,,24,,
502,11,15,25,,,24,,
503,9,15,25,,,24,,
504,7,15,,19,2,,19,1
505,19,15,,19,2,,19,1
506,13,15,,19,2,,19,1
507,11,15,19,19,,18,18,
508,9,15,19,19,,18,18,
509,10,15,,14,,,13,
510,6,15,,14,,,13,
511,5,15,,14,,,13,
512,11,15,,14,,,13,
513,12,15,,14,,,13,
514,6,15,,14,,,13,
515,6,15,11,11,2,10,10,2
516,7,15,19,,,19,,
517,4,15,19,19,,18,18,
518,13,15,11,11,2,10,10,2
519,13,15,19,,,19,,
520,2,15,19,19,3,19,19,1
521,14,15,,20,,,20,
522,15,15,,24,,,24,
523,10,15,,24,,,24,
524,11,15,,24,,,24,
525,9,15,,24,,,24,
526,11,15,22,22,3,22,22,1
527,12,15,22,22,3,22,22,1
528,7,15,25,25,3,25,34,1
529,19,15,25,25,3,25,34,1
530,13,15,25,25,3,25,34,1
531,11,15,18,18,,18,27,
532,9,15,18,18,,18,27,
533,,15,18,18,,18,27,
534,10,15,15,15,3,15,15,10
535,6,15,15,15,3,15,15,10
536,5,15,15,15,,15,15,
537,11,15,15,15,3,15,15,10
538,12,15,15,15,3,15,15,10
539,6,15,15,15,,15,15,
540,11,15,15,15,5,15,15,3
541,6,15,10,10,3,10,10,1
542,7,15,19,19,,19,19,
543,3,15,18,,3,,,
544,13,15,15,15,,15,15,
545,2,14,19,19,3,19,19,2
546,14,14,,20,,,20,
547,15,14,,24,,,24,
548,10,14,,24,,,24,
549,11,14,,24,,,24,
550,9,14,,24,,,24,
551,11,14,22,22,3,22,22,2
552,12,14,22,22,3,22,22,2
553,7,14,25,25,2,25,25,2
554,19,14,25,25,2,25,25,2
555,13,14,25,25,2,25,25,2
556,11,14,18,18,,18,18,
557,9,14,18,18,,18,18,
558,,14,18,18,,18,18,
559,10,14,15,15,3,15,15,15
560,6,14,15,15,3,15,15,15
561,5,14,15,15,,15,15,
562,11,14,15,15,3,15,15,15
563,12,14,15,15,3,15,15,15
564,6,14,15,15,,15,15,
565,11,14,15,15,3,15,15,2
566,6,14,10,10,3,10,10,2
567,7,14,19,19,,19,19,
568,3,14,,,,14,17,
569,8,14,15,15,,15,15,
570,13,14,10,10,3,10,10,2
571,13,14,15,15,,15,15,
572,2,15,18,37,3,18,18,2
573,15,15,,24,,,24,
574,10,15,,24,,,24,
575,11,15,,24,,,24,
576,9,15,,24,,,24,
577,11,15,22,22,,22,22,
578,12,15,22,22,,22,22,
579,7,15,25,25,3,25,25,2
580,19,15,25,25,3,25,25,2
581,13,15,25,25,3,25,25,2
582,11,15,18,18,,18,18,
583,9,15,18,18,,18,18,
584,,15,18,18,,18,18,
585,10,15,15,15,3,15,15,2
586,6,15,15,15,3,15,15,2
587,5,15,15,15,,15,15,
588,11,15,15,15,3,15,15,2
589,12,15,15,15,3,15,15,2
590,6,15,15,15,,15,15,
591,11,15,15,24,23,15,24,23
592,6,15,10,10,,10,10,
593,7,15,19,,,19,,
594,4,15,18,18,,18,18,
595,13,15,15,15,,15,15,
596,2,15,18,18,2,18,18,3
597,15,15,,24,,,24,
598,10,15,,24,,,24,
599,11,15,,24,,,24,
600,9,15,,24,,,24,
601,7,15,25,25,2,25,25,3
602,19,15,25,25,2,25,25,3
603,13,15,25,25,2,25,25,3
604,11,15,18,18,,18,18,
605,9,15,18,18,,18,18,
606,,15,18,18,,18,18,
607,10,15,15,15,,15,15,
608,6,15,15,15,,15,15,
609,5,15,15,15,,15,15,
610,11,15,15,15,,15,15,
611,12,15,15,15,,15,15,
612,6,15,15,15,,15,15,
613,11,15,15,24,23,15,24,23
614,6,15,10,10,,10,10,
615,7,15,19,,,19,,
616,13,15,15,24,23,15,24,23
617,2,15,18,18,3,19,19,3
618,15,15,,24,,,25,
619,10,15,,24,,,25,
620,11,15,,24,,,25,
621,9,15,,24,,,25,
622,7,15,,19,3,,19,3
623,19,15,,19,3,,19,3
624,13,15,,19,3,,19,3
625,11,15,18,18,,19,19,
626,9,15,18,18,,19,19,
627,10,15,,13,,,14,
628,6,15,,13,,,14,
629,5,15,,13,,,14,
630,11,15,,13,,,14,
631,12,15,,13,,,14,
632,6,15,,13,,,14,
633,11,15,15,24,23,16,24,23
634,6,15,10,10,3,11,11,3
635,7,15,19,,,19,,
636,13,15,10,10,3,11,11,3
637,13,15,,13,,,14,
638,2,14,19,19,4,19,19,3
639,14,14,,20,,,20,
640,15,14,,24,,,24,
641,10,14,,24,,,24,
642,11,14,,24,,,24,
643,9,14,,24,,,24,
644,11,14,22,22,4,22,22,3
645,12,14,22,22,4,22,22,3
646,7,14,25,25,4,25,25,3
647,19,14,25,25,4,25,25,3
648,13,14,25,25,4,25,25,3
649,11,14,18,18,,18,18,
650,9,14,18,18,,18,18,
651,,14,18,18,,18,18,
652,10,14,15,15,4,15,15,3
653,6,14,15,15,4,15,15,3
654,5,14,15,15,,15,15,
655,11,14,15,15,4,15,15,3
656,12,14,15,15,4,15,15,3
657,6,14,15,15,,15,15,
658,11,14,15,15,7,15,15,3
659,6,14,10,10,4,10,10,3
660,7,14,19,19,,19,19,
661,3,14,,,,18,,3
662,3,14,18,,4,18,,3
663,4,14,18,18,,18,18,
664,8,14,18,18,,18,18,
665,10,14,22,22,4,22,22,3
666,2,13,18,18,4,18,18,3
667,15,13,24,,,24,,
668,10,13,24,,,24,,
669,11,13,24,,,24,,
670,9,13,24,,,24,,
671,7,13,,19,2,,19,2
672,19,13,,19,2,,19,2
673,13,13,,19,2,,19,2
674,11,13,18,18,,18,18,
675,9,13,18,18,,18,18,
676,10,13,,13,,,13,
677,6,13,,13,,,13,
678,5,13,,13,,,13,
679,11,13,,13,,,13,
680,12,13,,13,,,13,
681,6,13,,13,,,13,
682,11,13,15,24,23,15,24,23
683,6,13,10,10,2,10,10,3
684,7,13,19,,,19,,
685,4,13,18,18,,18,18,
686,,15,28,28,,28,28,
687,14,15,20,,,20,,
688,14,15,20,,,20,,
689,15,15,,24,,,24,
690,10,15,,24,,,24,
691,11,15,,24,,,24,
692,9,15,,24,,,24,
693,11,15,22,22,,22,22,
694,12,15,22,22,,22,22,
695,7,15,19,,1,19,,3
696,7,15,19,,1,19,,3
697,19,15,19,,1,19,,3
698,19,15,19,,1,19,,3
699,13,15,19,,1,19,,3
700,13,15,19,,1,19,,3
701,11,15,18,30,,18,30,
702,9,15,18,30,,18,30,
703,10,15,13,,,13,,
704,10,15,13,,,13,,
705,6,15,13,,,13,,
706,6,15,13,,,13,,
707,5,15,13,,,13,,
708,5,15,13,,,13,,
709,11,15,13,,,13,,
710,11,15,13,,,13,,
711,12,15,13,,,13,,
712,12,15,13,,,13,,
713,6,15,13,,,13,,
714,6,15,13,,,13,,
715,6,15,10,,2,10,,2
716,8,15,13,,,13,,
717,13,15,13,,,13,,
718,2,14,19,38,1,18,18,3
719,2,14,19,38,1,18,18,3
720,2,14,19,37,1,18,18,3
721,2,14,19,37,1,18,18,3
722,14,14,,20,,,20,
723,14,14,,20,,,20,
724,14,14,20,,,20,,
725,14,14,20,,,20,,
726,15,14,,24,,,24,
727,15,14,,24,,,24,
728,15,14,,24,,,24,
729,15,14,,24,,,24,
730,10,14,,24,,,24,
731,10,14,,24,,,24,
732,10,14,,24,,,24,
733,10,14,,24,,,24,
734,11,14,,24,,,24,
735,11,14,,24,,,24,
736,11,14,,24,,,24,
737,11,14,,24,,,24,
738,9,14,,24,,,24,
739,9,14,,24,,,24,
740,9,14,,24,,,24,
741,9,14,,24,,,24,
742,7,14,19,,1,19,,3
743,7,14,19,,1,19,,3
744,7,14,,19,1,,19,3
745,7,14,,19,1,,19,3
746,19,14,19,,1,19,,3
747,19,14,19,,1,19,,3
748,19,14,,19,1,,19,3
749,19,14,,19,1,,19,3
750,13,14,19,,1,19,,3
751,13,14,19,,1,19,,3
752,13,14,,19,1,,19,3
753,13,14,,19,1,,19,3
754,11,14,19,18,,18,18,
755,11,14,19,18,,18,18,
756,9,14,19,18,,18,18,
757,9,14,19,18,,18,18,
758,10,14,14,,,13,,
759,10,14,14,,,13,,
760,10,14,,13,,,13,
761,10,14,,13,,,13,
762,6,14,14,,,13,,
763,6,14,14,,,13,,
764,6,14,,13,,,13,
765,6,14,,13,,,13,
766,5,14,14,,,13,,
767,5,14,14,,,13,,
768,5,14,,13,,,13,
769,5,14,,13,,,13,
770,11,14,14,,,13,,
771,11,14,14,,,13,,
772,11,14,,13,,,13,
773,11,14,,13,,,13,
774,12,14,14,,,13,,
775,12,14,14,,,13,,
776,12,14,,13,,,13,
777,12,14,,13,,,13,
778,6,14,,13,,,13,
779,6,14,,13,,,13,
780,6,14,14,,,13,,
781,6,14,14,,,13,,
782,6,14,11,,1,10,,3
783,6,14,11,,1,10,,3
784,6,14,11,10,1,10,10,3
785,6,14,11,10,1,10,10,3
786,3,14,25,,1,24,,2
787,3,14,25,,1,24,,2
788,8,14,14,,,13,,
789,8,14,14,,,13,,
790,2,15,19,19,3,19,19,2
791,14,15,,21,,,20,
792,15,15,,25,,,24,
793,10,15,,25,,,24,
794,11,15,,25,,,24,
795,9,15,,25,,,24,
796,11,15,22,22,3,22,22,2
797,12,15,22,22,3,22,22,2
798,7,15,25,25,3,25,25,2
799,19,15,25,25,3,25,25,2
800,13,15,25,25,3,25,25,2
801,11,15,19,19,,18,18,
802,9,15,19,19,,18,18,
803,,15,19,19,,18,18,
804,10,15,16,16,3,15,15,15
805,6,15,16,16,3,15,15,15
806,5,15,16,16,,15,15,
807,11,15,16,16,3,15,15,15
808,12,15,16,16,3,15,15,15
809,6,15,16,16,,15,15,
810,11,15,16,16,6,15,15,2
811,6,15,11,11,3,10,10,2
812,7,15,19,19,,19,19,
813,3,15,19,,3,18,,2
814,3,15,,,,14,17,
815,4,15,19,19,,18,18,
816,8,15,19,19,,19,19,
817,13,15,19,19,,19,19,
818,,13,28,28,,28,28,
819,15,13,24,,,24,,
820,10,13,24,,,24,,
821,11,13,24,,,24,,
822,9,13,24,,,24,,
823,7,13,,19,2,,19,2
824,19,13,,19,2,,19,2
825,13,13,,19,2,,19,2
826,11,13,18,18,,18,18,
827,9,13,18,18,,18,18,
828,10,13,,13,,,13,
829,6,13,,13,,,13,
830,5,13,,13,,,13,
831,11,13,,13,,,13,
832,12,13,,13,,,13,
833,6,13,,13,,,13,
834,11,13,15,15,4,15,15,3
835,6,13,10,10,2,10,10,3
836,7,13,19,,,19,,
837,13,13,15,15,4,15,15,3
838,13,13,19,,,19,,
839,2,13,19,19,2,19,19,3
840,14,13,,20,,,21,
841,15,13,,24,,,25,
842,10,13,,24,,,25,
843,11,13,,24,,,25,
844,9,13,,24,,,25,
845,11,13,22,22,2,22,22,3
846,12,13,22,22,2,22,22,3
847,7,13,25,25,3,25,25,3
848,19,13,25,25,3,25,25,3
849,13,13,25,25,3,25,25,3
850,11,13,18,18,,19,19,
851,9,13,18,18,,19,19,
852,,13,18,18,,19,19,
853,10,13,15,15,15,16,16,16
854,6,13,15,15,15,16,16,16
855,5,13,15,15,,16,16,
856,11,13,15,15,15,16,16,16
857,12,13,15,15,15,16,16,16
858,6,13,15,15,,16,16,
859,11,13,15,15,4,16,16,3
860,6,13,10,10,2,11,11,3
861,7,13,19,19,,19,19,
862,3,13,,,,19,,2
863,4,13,18,18,,19,19,
864,8,13,19,19,,19,19,
865,13,13,10,10,2,11,11,3
866,10,13,22,22,2,22,22,3
867,13,13,15,15,,16,16,
868,,13,28,28,,28,28,
869,15,13,24,,,24,,
870,10,13,24,,,24,,
871,11,13,24,,,24,,
872,9,13,24,,,24,,
873,7,13,,19,3,,19,2
874,19,13,,19,3,,19,2
875,13,13,,19,3,,19,2
876,11,13,18,18,,18,18,
877,9,13,18,18,,18,18,
878,10,13,,13,,,13,
879,6,13,,13,,,13,
880,5,13,,13,,,13,
881,11,13,,13,,,13,
882,12,13,,13,,,13,
883,6,13,,13,,,13,
884,11,13,15,15,3,15,15,3
885,6,13,10,10,3,10,10,3
886,7,13,19,,,19,,
887,13,13,10,10,3,10,10,3
888,13,13,,13,,,13,
889,2,15,19,,3,19,,3
890,14,15,,21,,,21,
