id,name,addr,city,phone,type,class
174,sssssssSsssss,dddsssssssssssSssssssssssS,sssssss,dddSdddSdddd,sssssssssss,S
175,sssssssSsssss,dddsssssssssssS,sssssss,dddSdddSdddd,sssssssssss,dd
176,ssssSssssssssSs,ddddsSssssssssssssS,sssssss,dddSdddSdddd,sssssssssssss,dd
177,ssssSsSssssSs,ddddsSssssssssssssS,sssssss,S,ssssssssSsssS,S
178,ssssssssSsssssssssssssss,ddddsssssssssssS,S,dddSdddSdddd,sssddddsssssssssssss,S
179,ssssSsssssssssssSssssssssS,ddddsssssssssssSss,S,dddSdddSdddd,ssssssssSsssS,S
180,ssssssssssssssSsssssssssssssss,ddddsssssssssssS,S,dddSdddSdddd,sssssssssssss,S
181,ssssSsssssssssssssssssSssssssssS,ddddsssssssssssSss,sssssss,dddSdddSdddd,ssssssssSsssS,dd
182,ssssssssssssssSssssssssssssss,dddsssssssssssS,sssssss,dddSdddSdddd,sssssssssss,dd
183,ssssSsssssssssssssssss,dddsssssssssssS,S,dddSdddSdddd,ssssssSsssssssS,dd
184,ssssssss,ssssssssssssS,sssssss,dddSdddSdddd,S,dd
185,ssssssss,dddSssssssssssssS,S,dddSdddSdddd,S,dd
186,ssssssssssss,ddddssssS,sssssss,dddSdddSdddd,sssssss,dd
187,ssssssssssss,ddddssssS,sssssss,S,S,dd
188,sssssssssssss,dddsssssssssS,ssssssssssss,dddSdddSdddd,ssssss,dd
189,sssssssssssss,dddsssssssssS,ssssssssssss,S,ssssssSsssS,dd
190,ssss,dddssssssssssssS,ssssssssssss,S,S,S
191,ssss,dddssssssssssssS,S,S,ssssssssSsssS,dd
192,sssssssss,dsssssssssS,ssssssssssss,S,ssssssss,dd
193,sssssssss,dsssssssssS,ssssssssssss,dddSdddSdddd,S,dd
194,ssssssssss,dssssssssS,ssssssssssss,dddSdddSdddd,ssssss,dd
195,ssssssssss,dssssssssS,S,S,ssssssssssss,dd
196,ssssssssssss,dddssssssssssS,S,dddSdddSdddd,ssssssss,dd
197,ssssssssssss,dddssssssssssS,ssssssssssss,dddSdddSdddd,S,S
198,ssssssssss,dddssssssssss,ssssssssssss,dddSdddSdddd,ssssss,dd
199,ssssssssss,dddssssssssssssS,ssssssssssss,S,sssssssssss,S
200,ssssssssss,dddssssssssS,ssssssssssss,S,ssssss,ddd
201,ssssssssss,dddssssssssS,ssssssssssss,dddSdddSdddd,ssssssSsssS,ddd
202,ssssssss,ddddssssS,ssssssssssss,dddSdddSdddd,ssssss,ddd
203,ssssssss,dddssssssssS,ssssssssssss,dddSdddSdddd,S,ddd
204,sssssssssssss,ddsssssssssssS,ssssssssssss,S,ssssssss,ddd
205,sssssssssssss,ddsssssssssssS,ssssssssssss,dddSdddSdddd,sssssssssss,S
206,sssssssssssssssss,ddddsssssssssS,S,dddSdddSdddd,sssss,S
207,sssssssssssssssss,ddddsssssssssS,S,dddSdddSdddd,ssss,S
208,sssssss,ddddssssssS,ssssssssssss,S,ssssss,S
209,sssssss,ddddssssssS,S,dddSdddSdddd,ssssssSsssS,ddd
210,ssss,dddssssssssS,ssssssssssss,dddSdddSdddd,sssssssssssss,ddd
211,ssssssssssssssSsssSssss,dddssssssssS,ssssssssssss,S,sssssssssssss,S
212,ssssSs,dddssssssS,ssssssssssss,dddSdddSdddd,ssssss,ddd
213,ssssSs,dddssssssS,ssssssssssss,S,ssssssSsssS,ddd
214,sssssssssssssssssssssssssssssssss,ddddssssssS,ssssssssssss,S,S,ddd
215,ssssss,ddddssssssS,S,dddSdddSdddd,ssssssss,ddd
216,sssssssssssss,ddddssssssssssS,ssssssssssss,dddSdddSdddd,sssssssssssss,ddd
217,sssssssssssss,ddddssssssssssS,ssssssssssss,dddSdddSdddd,ssssssssSsssS,ddd
218,sssssss,dddssssssS,S,dddSdddSdddd,ssssssss,ddd
219,sssssss,dddssssssS,S,S,sssssssssss,ddd
220,ssssSssssssssssssssssssssssssssssss,dddssssssssssS,ssssssssssss,dddSdddSdddd,S,S
221,ssssSsssssssssssssssssSssssssssssssS,dddssssssssssS,ssssssssssss,S,ssssssSsssS,ddd
222,sssssssssss,dddsssssssssssS,ssssssssssss,dddSdddSdddd,sssssss,ddd
223,sssssssssss,dddsssssssssssS,ssssssssssss,dddSdddSdddd,sssssss,S
224,sssssssSsssssssssss,ddddsssssssssssssssss,ssssssssss,dddSdddSdddd,sssssss,ddd
225,ssssssssssssssss,ddddssssssssssssS,ssssssssssss,dddSdddSdddd,ssssssss,ddd
226,ssssssssss,dddddsssssssssssssssS,ssssss,S,ssssss,ddd
227,ssssssssssss,dddsSsssssssS,ssssssssss,dddSdddSdddd,sssssssssss,ddd
228,sssssssssss,dssssS,S,dddSdddSdddd,sssssss,ddd
229,ssssssssssss,dssssSsssssssss,sssssssssss,dddSdddSdddd,ssssssss,ddd
230,ssSssss,dddsSsssssssssS,ssssssssss,dddSdddSdddd,sssssss,S
231,ssSssssss,ddddssssssssssssS,ssssssssss,dddSdddSdddd,S,S
232,sssssssss,dddsSsssssssS,S,dddSdddSdddd,S,ddd
233,ssssssssssssssssssssss,dddsSsssssssssS,S,dddSdddSdddd,S,ddd
234,ssssssSs,dddsSssssssssssS,S,dddSdddSddddS,ssssssss,ddd
235,ssss,dssssS,ssssssssss,S,S,ddd
236,sssssssss,dddsSsssssssssS,ssssssssss,dddSdddSdddd,S,S
237,ssssssss,dddsSsssssssssssssS,ssssssssss,dddSdddSdddd,S,ddd
238,ssssssssssssss,dddsSssssssssssssS,ssssssssss,dddSdddSdddd,ssssssssss,S
239,ssssssssss,ddddssssssssssssS,S,dddSdddSdddd,S,ddd
240,ssssS,dddddsssssssssssssssS,S,dddSdddS,ssssssssssss,ddd
241,sssss,ddddssssssssssssS,sssssssssss,S,S,ddd
242,ssssSs,dddsSsssssssssssssS,ssssssssss,S,ssssss,ddd
243,sssssssssss,dddssssssssssS,ssssssssss,S,sssssssssss,S
244,sssssss,ddddssssssssssS,S,S,S,S
245,sssssssssSs,dddsSsssssssss,S,S,S,ddd
246,sssssss,ddddsSssssssssssS,ssssssssss,dddSdddSdddd,S,S
247,sssssssssSs,ddddssssssS,sssssssssss,dddSdddSdddd,ssssssss,ddd
248,sssssssssSs,dssssdddddsssssssssssssssSssssssssssssS,ssssssssssssssss,dddSdddSdddd,S,S
249,ssssssssssss,ddddsssssssssssS,S,dddSdddSdddd,ssssssss,ddd
250,sssssSssssSsssssssssssss,ddddsssSssssssssss,ssssssssss,dddSdddSdddd,sssssss,S
251,sssssssssssssssssssssss,dddsSsssssssssS,ssssssssss,dddSdddSdddd,sssssss,ddd
252,sssssssssSssssss,dddddsSssssssssS,ssssssssss,dddSdddSdddd,ssssssssss,S
253,sssssssSsssss,dddsSssssssssssss,ssssssssss,dddSdddSdddd,S,ddd
254,sssssSs,dddssssssssS,ssssssssss,S,sssssssssss,ddd
255,ssss,ddddssssssssssS,ssssssssss,S,sssss,ddd
256,ssssssssss,ddddsssssssssssS,S,dddSdddSdddd,S,ddd
257,ssssss,ddddssssssssssS,S,dddSdddSdddd,ssssss,ddd
258,ssssssSssssssssss,ddddssssssssssssS,ssssssssss,dddSdddSdddd,S,ddd
259,sssssssssssssssssssssss,dddsSssssssssS,ssssssssss,S,sssss,ddd
260,ssssssSs,ddddssssssssssS,S,S,ssssssss,ddd
261,ssssSsSssSs,dddsSsssssssssS,ssssssssss,dddSdddSdddd,ssssssss,ddd
262,ssssss,dddsSssssssssssS,S,S,S,ddd
263,sssssssssss,ddddssssssssS,S,dddSdddSdddd,S,ddd
264,sssssss,dddddssssssssssssS,ssssssssss,dddSdddSdddd,S,S
265,ssssssssssssssss,dssssS,ssssssssss,S,S,ddd
266,ssssSs,dddddsssssssssssS,ssssssssss,S,ssssssss,ddd
267,ssssssssssssss,ddddsSsssssssS,ssssssssss,dddSdddSdddd,sssssssssss,ddd
268,sssss,dddddsssssssssssS,sssssssssss,dddSdddSdddd,S,ddd
269,sssss,dddsSssssssssS,S,dddSdddSdddd,sssssss,ddd
270,ssSssssssssssss,dddsSsssssssssS,ssssssssss,dddSdddSdddd,S,S
271,ssss,dssssSsssssssss,sssssssssss,dddSdddSdddd,sssssss,S
272,ssssssssssssssssss,dddsSssssssssssS,ssssssssss,S,sssss,ddd
273,ssssssSsssssssssssssssSsSsssssss,ddddsSsssssssS,ssssssssss,S,ssssssss,ddd
274,sssssssssssss,ddddssssssS,ssssssssss,dddSdddSdddd,S,S
275,ssss,dssssS,S,dddSdddSdddd,S,ddd
276,ssssssss,ddddsssssssssssS,ssssssssss,dddSdddSdddd,ssssssss,S
277,sssssssssss,ddddssssssssssS,S,dddSdddSdddd,sssssss,ddd
278,sssssssssss,dddsSssssssssS,ssssssssss,dddSdddSdddd,sssss,ddd
279,sssssssssSs,ddddssssssssssS,S,dddSdddSdddd,sssss,ddd
280,ssssssss,ddddssssssssssssS,ssssssssss,dddSdddSdddd,S,ddd
281,sssssssssSs,ddddssssssssssssS,ssssssssss,dddSdddSdddd,sssss,ddd
282,ssss,ddddsssssssssssssssssS,ssssssss,dddSdddSdddd,ssssssss,S
283,sssssssssssss,ddsSssssssssssS,S,dddSdddSdddd,S,S
284,ddssss,ddssssssSssssssssssssssssssssssS,sssssss,dddSdddSdddd,sssss,ddd
285,dsssssssssss,dsssssssS,S,dddSdddSdddd,ssssssss,S
286,ssssssss,ddddsssssSssddssssS,sssssss,dddSdddSdddd,ssssss,ddd
287,sssssssss,dddsSddssSsssssssdsssssdssssssS,sssssss,S,S,ddd
288,sss,dddssssssssssddssssS,sssssss,dddSdddSdddd,ssssssss,ddd
289,sssss,dddsSddssssS,sssssss,dddSdddSdddd,sssssss,ddd
290,sssssSssss,dddsSddssssS,sssssss,dddSdddSdddd,ssssssss,ddd
291,sssssssssssssss,dssssssssssssssssssssddssssS,S,dddSdddSdddd,S,S
292,sssssssssssss,dsssssssSssddssssS,sssssss,dddSdddSdddd,ssssssss,S
293,sssssssssss,dddsSddssssSsssssssdsssssdssssssS,sssssss,dddSdddSdddd,S,ddd
294,sssssss,ddddddsSddssssS,sssssss,dddSdddSdddd,ssssssss,ddd
295,ssssssSs,dddsSsssssssssSsssssssssssssS,sssssss,dddSdddSdddd,S,ddd
296,ssssssssss,dddSdddsssssssSssssssssssssssssssss,sssssss,S,sssss,ddd
297,ssssssss,dddddsssssSsssssssddsssssddsssssS,S,dddSdddSdddd,sssssssssssss,S
298,ssssssss,dddsSddssssS,S,dddSdddSdddd,sssssss,ddd
299,sssssssssSs,dddsSddssssS,sssssss,dddSdddSdddd,ssssssss,ddd
300,ssssss,ddddsssssSsssssssddsssssddsssssS,S,S,S,ddd
301,sssssSs,ddddsssssSsssssssddsssssddsssssS,sssssss,dddSdddSdddd,ssssssss,S
302,sssssssss,dddsssssSssssdssssS,sssssss,dddSdddSdddd,S,ddd
303,ssss,ddsSddssssS,sssssss,dddSdddSdddd,sssssssssssss,S
304,ssssssss,ddddsdsssssSsssssssddsssssddsssssS,sssssss,S,S,ddd
305,ssssssss,dddsSddssssSsssdsssssS,sssssss,dddSdddSdddd,S,ddd
306,sssssssssssSsSs,dddssssssssSsssssssssssssS,S,S,ssssssss,S
307,sssss,dddsSddssssS,sssssss,dddSdddSdddd,sssssss,ddd
308,ssssssssssssssssssssssssssssssssssssss,ddsSddssssSsssssssdsssssdssssssS,sssssss,dddSdddSdddd,ssssssss,ddd
309,sd,dddsssssssssSssssssssssssssssS,sssssss,S,S,ddd
310,ss,dddsSddssssSssssssssssssssSssssssssssssssssS,S,S,ssssss,ddd
311,ssssssssss,dddddsssssSsssssssddsssssddsssssS,sssssss,S,sssssssss,ddd
312,ssssssssssss,dddssssssssssss,S,dddSdddSdddd,ssssss,ddd
313,sssssssssssss,ddsSddssssS,sssssss,dddSdddSdddd,sssssssss,S
314,ssssssssssssss,dddsSddssssS,sssssss,dddSdddSdddd,ssssss,ddd
315,ssssssssss,dsSddssssS,sssssss,dddSdddSdddd,ssssss,ddd
316,ssssssssss,dddsssssssSsssssssddssssSssssssssssssssssS,S,S,S,ddd
317,sssssss,dddsSdssssSsssssssssssS,sssssss,S,S,ddd
318,ssssssssss,ddsssssssssssSsssssssssssssssssssssssssssS,sssssss,dddSdddSdddd,S,S
319,sssssssssSsssssss,ddssssssssssssS,S,S,sssssssss,ddd
320,sssssssss,dddssssssssssSssssssssssssssssssssssssssssS,sssssss,dddSdddSdddd,ssssss,S
321,sssssssssss,dddsssssssssssSsssssssdssssssssssssssssS,sssssss,dddSdddSdddd,sssssssss,ddd
322,sssssssss,dddssssssssSssssssssss,sssssss,dddSdddSdddd,S,ddd
323,ssssssssssss,ddsssssssSssssssssssssS,S,dddSdddSdddd,sssssssss,ddd
324,ssssssssssssssssssss,dsSddssssS,sssssss,S,sssssss,S
325,ssssssssssssss,dddssssssssssssSsssssssssssS,S,S,ssssss,ddd
326,sssssssSssssss,ddddsssssSssddssssS,sssssss,dddSdddSdddd,sssssss,S
327,sssssssssss,dddsssssssssSssssssssssssssssssssssssssS,sssssss,dddSdddSdddd,S,ddd
328,ssssssssssssssssssssSssssssssss,ddssssssssSssssssssssssssssssssssssS,sssssss,dddSdddSdddd,sssss,ddd
329,ssssssssssssss,ddsssssssssssSssssssssSsssssssssssssssssssssS,sssssss,dddSdddSdddd,ssssss,S
330,sssss,dddsSddssssS,sssssss,S,sssss,ddd
331,ssssssssss,ddsSddssssS,sssssss,S,ssssssss,ddd
332,ssss,dddsSddssssS,sssssss,dddSdddSdddd,ssssss,S
333,sssssssss,ddsSddssssS,S,S,S,S
