id,name,addr,city,phone,type,class
23,s'sssssssss,ddd s. ss sssssss ssss.,s. sssssssss,?,ssssss (sssssss),dd
24,ss ssssssssss,dddd sssssss sss.,?,ddd/ddd-dddd,?,dd
25,ss ssssssssss (sss sssssss),dddd sssssss sss.,sss sssssss,ddd-ddd-dddd,ssssss ssssss,dd
26,sssssss ssssss,dss ss.,sss sssssss,ddd/ddd-dddd,?,?
27,sssssss ssssss,dddd s. sssss ss.,sss sssssss,?,sssssss,dd
28,sssssssss,ddd s. ss sssssss ssss.,?,ddd/ddd-dddd,sssss,dd
29,sssssssss,ddd s. ss sssssss ssss.,?,?,sssssss,?
30,sss ssss,dddd sssss ssssss ssss.,?,ddd/ddd-dddd,ssssssss,dd
31,ssss  sss (sss sssssss),dddd sssss ssssss ssss.,s. sssssssss,ddd-ddd-dddd,sssssssssss,dd
32,ssssss,dddd sssssss sss.,?,ddd/ddd-dddd,sssssssssss,dd
33,ssssss,dddd sssssss sss.,sss sssssss,ddd-ddd-dddd,sssssssssss,dd
34,ssssssss's sss ssssssss,dddd s. sssssss ss.,sss sssssss,ddd/ddd-dddd,ssssssss,?
35,ssssssss sss ssssssss,dddd s. sssssss ss.,sssssssss,ddd-ddd-dddd,ssssssssss,dd
36,sssss ssssss,ddddd sssssss ssss.,?,ddd/ddd-dddd,ssssss,dd
37,sssss ssssss,ddddd sssssss ssss.,?,ddd-ddd-dddd,?,dd
38,sss ss ssssssssss,ddd s. sssss ss.,sss sssssss,?,sssssss,dd
39,sss ss ssssssssss,ddd s. sssss ss.,?,?,?,dd
40,sssss,dddd ssss sss.,sss sssssss,ddd/ddd-dddd,sssssssssss,dd
41,sssss (sss sssssss),dddd ssssss ssss.,s. sssssssss,?,sssssssssss,?
42,sssssssss,dddd ssss ssss.,sssss ssssss,ddd/ddd-dddd,?,dd
43,sssssssss,dddd ssss ssss.,sssss ssssss,?,sssssss,?
44,ssssss ssss's sssssss sssssss sssssss,dd s. sssssss sss.,?,ddd/ddd-dddd,sssss,?
45,ssssss ssss's,dd s. sssssss sss.,ssssssss,ddd-ddd-dddd,sssssss,dd
46,dd ssss,dd s. ddss ss.,sss ssss,?,ssssssss,dd
47,dd ssss,dd s. ddss ss.,sss ssss ssss,ddd-ddd-dddd,?,dd
48,sssssss,dd s. ddss ss.,sss ssss,?,?,dd
49,sssssss,dd s. ddss ss.,sss ssss ssss,ddd-ddd-dddd,?,?
50,sssssss,dd s. ddss ss.,sss ssss,?,?,?
51,sssssss,dd s. ddss ss.,sss ssss ssss,ddd-ddd-dddd,ssssssss (sss),?
52,ssss ssss,ddd s. ddss ss.,sss ssss,ddd/ddd-dddd,?,dd
53,ssss ssss,ddd s. ddss ss.,?,ddd-ddd-dddd,ssssssssssss,dd
54,ssss sss ssssssss,d s. ddss ss.,?,ddd/ddd-dddd,sssssssssss,dd
55,ssss sss ssssssss,d s. ddss ss.,sss ssss ssss,ddd-ddd-dddd,?,dd
56,sssssss's,dddd ssssssss  sssssss ddss sss ddss sss.,sss ssss,ddd/ddd-dddd,?,dd
57,sssssss's,dddd ssssssss,sss ssss ssss,ddd-ddd-dddd,sssssss,dd
58,ssssssss ssss,ddd dss sss.  sssssss ddss sss ddss sss.,?,ddd/ddd-dddd,ssssssssssss,?
59,ssssssss ssss,ddd sssssss sss.,sss ssss ssss,ddd-ddd-dddd,?,dd
60,sssssssssss,d ssssssss ss.  ssss ssssss ss.,sss ssss,ddd/ddd-dddd,?,dd
61,sssssssssss,d ssssssss ss.,sss ssss ssss,ddd-ddd-dddd,?,dd
62,ssssss,dd s. ddss ss.,sss ssss,ddd/ddd-dddd,?,dd
63,ssssss,dd s. ddss ss.,sss ssss ssss,ddd-ddd-dddd,?,?
64,sssss,ddd s. ddss ss.,?,ddd/ddd-dddd,sssss,dd
65,sssss,ddd s. ddss ss.,sss ssss ssss,?,ssssss,dd
66,sssssss,ddd s. ddss ss.,?,ddd/ddd-dddd,sssssss,?
67,sssssss,ddd s. ddss ss.,?,?,sssssss,dd
68,ssss sssssss sssss ssss,dd s. ddss ss.,sss ssss,ddd/ddd-dddd,?,dd
69,ssss sssssss,dd s. ddss ss.,?,ddd-ddd-dddd,ssssssss (sss),?
70,ssssss sss & sssss,dd s. ddss ss.,sss ssss,ddd/ddd-dddd,ssssssss,?
71,ssssss sss & sssss,dd s. ddss ss.,?,?,ssssssss (sss),dd
72,ssssssss ssssss,dd s. ddss ss.  sssssss ssss sss. s sss ssssssss,sss ssss,ddd/ddd-dddd,ssssssss,dd
73,ssssssss ssssss,dd s. ddss ss.,sss ssss ssss,ddd-ddd-dddd,ssssssss (sss),?
74,ssssss sssss,ddd s. ddss ss.,sss ssss,?,sss sssssssss,dd
75,ssssss sssss,ddd s. ddss ss.,sss ssss ssss,?,?,?
76,ss ss,ddd s. ddss ss.,sss ssss,ddd/ddd-dddd,?,dd
77,ss ss,ddd s. ddss ss.,?,ddd-ddd-dddd,ssssss ssssss,?
78,ss sssssssss,dd s. ddss ss.,sss ssss,ddd/ddd-dddd,?,?
79,ss sssssssss,dd s. ddss ss.,sss ssss ssss,ddd-ddd-dddd,ssssss (sssssss),?
80,ss ssss ssssss,dd s. ddss ss.  sssssss dss sss dss sss.,?,?,ssssss,dd
81,ss ssss ssssss,dd s. ddss ss.,sss ssss ssss,ddd-ddd-dddd,ssssss (sssssss),?
82,ss sssssssss,ddd s. ddss ss.,?,ddd/ddd-dddd,?,dd
83,ss sssssssss,ddd s. ddss ss.,sss ssss ssss,ddd-ddd-dddd,sssssss,dd
84,sss ssssssssss,ddd sssssss ssss s,?,ddd/ddd-dddd,?,dd
85,sss ssssssssss,ddd s. ddss ss.,?,?,?,?
86,ssssssssss,d s. ddss ss.,?,ddd/ddd-dddd,ssssssss,dd
87,ssssssssss (sss ssss ssss),d s. ddss ss.,?,ddd-ddd-dddd,sssss,dd
88,ssssss,ddd s. ddss ss.,?,?,?,?
89,ssssss,ddd s. ddss ss.,?,ddd-ddd-dddd,ssssss (sssssss),dd
90,sssssssss sssss ssss,dd s. ddss ss.,sss ssss,?,?,?
91,sssssssss sssss ssss,dd s. ddss ss.,sss ssss ssss,?,sssssss,?
92,sssss,ddd s. ddss ss.,?,ddd/ddd-dddd,ssssssss,?
93,sssss,ddd s. ddss ss.,sss ssss ssss,ddd-ddd-dddd,ssssssss (sss),dd
94,ssss sssss,ddd dss sss.  sssssss ddss sss ddss sss.,sss ssss,?,ssssssss,?
95,ssss sssss,ddd sssss sss.,sss ssss ssss,ddd-ddd-dddd,?,dd
96,ss ssssss,dd ssss ss.  sss ssssss ss.,?,ddd/ddd-dddd,sssssss,dd
97,ss ssssss,dd ssss ss.,?,?,sssssss,dd
98,ssssssssss,ddd s. ssssssss  sssssss ssssss sss sssss sss.,?,ddd/ ddd-dddd,ssssss,dd
99,ssssssssss,ddd s. ssssssss,sss ssss ssss,ddd-ddd-dddd,?,?
100,ssssss,dd s. ddss ss.,sss ssss,ddd/ddd-dddd,sssssss,?
101,ssssss,dd s. ddss ss.,sss ssss ssss,?,sssssss,dd
102,ssss ssssss ssss,ddd s. ddss ss.,sss ssss,ddd/ddd-dddd,ssssssss,dd
103,ssss ssssss ssss (sss ssss ssss),ddd s. ddss ss.,sss ssss ssss,ddd-ddd-dddd,ssssssss (sss),dd
104,ssssssssss,ddd s. ddss ss.,sss ssss,?,ssssss,?
105,ssssssssss,ddd s. ddss ss.,?,ddd-ddd-dddd,sssssss,dd
106,sssssssss,dd s. ddss ss.,sss ssss,ddd/ddd-dddd,sssssssssssss,?
107,sssssssss,dd s. ddss ss.,sss ssss ssss,ddd-ddd-dddd,?,?
108,ssssss,dd sss. s ss dss ss.,sss ssss,ddd/ddd-dddd,sssssss,?
109,ssssss,dd sss. s,sss ssss ssss,ddd-ddd-dddd,sssssss,?
110,sssssss ssss,dd sssssssssss sssss,sss ssss,?,ss ddd/ddd-dddd ssssssss,dd
111,sssssss ssss,dd sssssssssss sssss,sss ssss ssss,ddd-ddd-dddd,ssssssss (sss),?
112,sssss ssss,d sssss ss. ss sss ssss sssss,ssssssss,ddd/ddd-dddd,ssssssss,dd
113,sssss ssss,d sssss ss.,ssssssss,ddd-ddd-dddd,ssssssss (sss),dd
114,sss ssssssss,ddd sssssss ssss s,?,ddd/ddd-dddd,sssssss,dd
115,sss ssssssss,ddd sssssss ssss s.,?,ddd-ddd-dddd,?,dd
116,ssssss ssssss ssss,ddd dss sss. ss ddss ss.,sss ssss,ddd/ddd-dddd,?,dd
117,ssssss ssssss ssss,ddd ssssss sss.,sss ssss ssss,?,sssss,?
118,ssssss,dd s. ddss ss.,?,ddd/ddd-dddd,sssss,dd
119,ssssss,dd s. ddss ss.,?,ddd-ddd-dddd,ssssssss,dd
120,ssss sss ssss,dd s. ddss ss.,sss ssss,?,sssss,dd
121,ssss sss ssssss,ddd s. ddss ss.,?,?,sssssss,?
122,ssss ss sss ssss,dddd dss sss. ss ddss ss.,sss ssss,?,ssssssss,dd
123,ssss ss sss ssss,dddd sssss sss.,?,ddd-ddd-dddd,ssssssss (sss),?
124,sssss & sssssssss,ddd s. ddss ss.,sss ssss,ddd/ddd-dddd,ssssssss,dd
125,sssss & sssssssss,ddd sssss sss.,?,ddd-ddd-dddd,sssssssssss,dd
126,ssssss ss sss sssss,ss sssssss ssss ss ddss ss.,sss ssss,ddd/ddd-dddd,?,dd
127,ssssss ss sss sssss,sssssss ssss ssss,sss ssss ssss,?,ssssssss (sss),?
128,sssss ssss's,ddd dss sss.  sssssss ddss sss ddss sss.,sss ssss,ddd/ddd-dddd,sssssssssssss,dd
129,sssss ssss's,ddd sssss sss.,?,ddd-ddd-dddd,?,dd
130,sssss ssssss ssss,dd s. ddss ss.,sss ssss,?,?,?
131,sssss ssssss ssss,dd s. ddss ss.,sss ssss ssss,ddd-ddd-dddd,ssssssss (sss),dd
132,ssssss's,ddd s. ddss ss.,?,?,ssssssss,dd
133,ssssss's ssss sss,ddd s. ddss ss.,sss ssss ssss,ddd-ddd-dddd,sss,dd
134,ssss's,dddd sss sssss ssss. s,sss sssss,ddd/ddd-dddd,sssss,dd
135,ssss's,dddd sss sssss ssss. s.,sss sssss,ddd-ddd-dddd,sssssss,dd
136,ssssss ssss,dddd sss sssss ssss. s,?,?,ssssssssssss,dd
137,ssssss ssss (sss sssss),dddd sss sssss ssss. s.,sss sssss,ddd-ddd-dddd,?,dd
138,ss ssssssssss,dddd s. ssssssss ss.,sss sssss,ddd/ddd-dddd,sssssssssss,dd
139,ss ssssssssss ssssss,dddd ssssssss ss.,sss sssss,?,?,dd
140,ssssss sssss,dddd sss sssss ssss. s,?,ddd/ddd-dddd,?,dd
141,ssssss sssss,dddd sss sssss ssss. s.,sss sssss,ddd-ddd-dddd,?,dd
142,ssssss ssssss ssssss,ddd s. sssssss ss.,?,ddd/ddd-dddd,sssssss,dd
143,ssssss ssssss sssss,ddd s. sssssss ss.,?,ddd-ddd-dddd,sssssss sss,?
144,sssss sssss,dddd sss sssss ssss. s,sss sssss,ddd/ddd-dddd,sssss ssssss,?
145,sssss sssss  sss,dddd sss sssss ssss. s.,sss sssss,?,sssssssssss,?
146,sssssssss,dddd s. ssssssss ss.,?,ddd/ddd-dddd,?,dd
147,sssssssss  sss,dddd s. ssssssss ss.,sss sssss,?,sssssssssss,dd
148,sssssss,dddd sssssssss ss.  sssssssss ssssss ssssssss ssssss,?,ddd/ddd-dddd,sssssss,?
149,sssssss,dddd sssssssss ss. ss,?,ddd-ddd-dddd,sssssss,?
150,sssssssssss,dddd ssssssss ss.  ssss sssssssss ss.,?,ddd/ddd-dddd,sssssssssssss,dd
151,sssssssssss,dddd ssssssss ss.,sssssss,ddd-ddd-dddd,sssssssssss,dd
152,ssss's,dddd ssssssss ssss,?,ddd/ddd-dddd,ssssssss,dd
153,ssss's ssssssssss,dddd ssssssss ss. ss,?,ddd-ddd-dddd,?,?
154,sssssssss ss ssss,dddd sssssssss ss.  sssss ssssss ssss  ssss ssssss ssssss,sssssss,ddd/ddd-dddd,ssssss,dd
155,sssssssss ss ssss,dddd sssssssss ss.,sssssss,?,ssssss ssssss,dd
156,ssssssss sssss,dddd ssssssss ssss,?,?,ssssssss,dd
157,ssssssss sssss,dddd ssssssss ss.,sssssss,?,ssssssss (sss),dd
158,ssssssssss,dddd ssssssss sss.,?,ddd/ddd-dddd,ssssss,?
159,ssssssssss ssssssssss,dddd ssssssss sss.,sssssss,ddd-ddd-dddd,?,dd
160,sssssssssss,d ssssssss ssssssss ss.,sssssss,?,ssssssss,dd
161,sssssssssss,d ssssssss ssssssss ss.,sssssss,?,?,dd
162,sssssss ssssss,dddd sssssssss ss.  sssssssss ssssss ssssssss ssssss,?,ddd/ddd-dddd,ssssssss,dd
163,sssssss ssssss,dddd sssssssss ss.,sssssss,ddd-ddd-dddd,?,dd
164,sssssssss sssssss sss,ddd s. sssss sssss ss.,sssssss,?,sssssssssssss,dd
165,sssssssss sssssss sss  sss,ddd s. sssss sssss ss. ss,?,ddd-ddd-dddd,sssssssssss,dd
166,sssss ss sssss,ddd ssssssss sss.  sss ssssssss ssss,?,ddd/ddd-dddd,sssss,dd
167,sssss ss sssss,ddd ssssssss sss.,sssssss,ddd-ddd-dddd,ssssss,dd
168,ssssss sssssss sssss,dddd s. ssssssss sss.,sssssss,ddd/ddd-dddd,sssssssss,dd
169,ssssss sssssss sssss,dddd s. ssssssss sss.,sssssss,ddd-ddd-dddd,ssssssss,dd
170,ss ssssss,dddd sssssssss ss.  sssssssss sssss sssssssssss,sssssss,ddd/ddd-dddd,?,dd
171,ss ssssss,dddd sssssssss ss. ss,sssssss,ddd-ddd-dddd,?,dd
172,ssss sss's sss ssss,ddd sssss ss ssss sss.,?,?,ssssssss,dd
173,ssss sss's sss ssss,ddd sssss ss ssss sss.,?,?,ssssssss/ssss,?
174,sssssss's ssss,ddd sssssssss ss.  ss ssssss ss.,sssssss,ddd/ddd-dddd,sssssssssss,?
175,sssssss's ssss,ddd sssssssss ss.,sssssss,ddd-ddd-dddd,sssssssssss,dd
176,ssss's sss ssss's,dddd s. sssss sssss ss.,sssssss,ddd/ddd-dddd,sssssssssssss,dd
177,ssss's & ssss's,dddd s. sssss sssss ss.,sssssss,?,ssssssss (sss),?
178,ssss  ssss-sssssss  ssssssss,dddd sssssssss ss.,?,ddd/ddd-dddd,sss dddd sssssssssssss,?
179,ssss-sssssss ssss (ssssssss),dddd sssssssss ss. ss,?,ddd-ddd-dddd,ssssssss (sss),?
180,ssssss ssss  ssss-sssssss  ssssssss,dddd sssssssss ss.,?,ddd/ddd-dddd,sssssssssssss,?
181,ssss-sssssss ssssss ssss (ssssssss),dddd sssssssss ss. ss,sssssss,ddd-ddd-dddd,ssssssss (sss),dd
182,ssssssssss  ssss-sssssss  sssssss,ddd sssssssss ss.,sssssss,ddd/ddd-dddd,sssssssssss,dd
183,ssss-sssssss ssssssssss,ddd sssssssss ss.,?,ddd-ddd-dddd,ssssss (sssssss),dd
184,ssssssss,s sssssssss ss.,sssssss,ddd/ddd-dddd,?,dd
185,ssssssss,ddd-s sssssssss ss.,?,ddd-ddd-dddd,?,dd
186,ssss ssss ssss,dd ddss ss.,sssssss,ddd/ddd-dddd,sssssss,dd
187,ssss ssss ssss,dd ddss ss.,sssssss,?,?,dd
188,sssss ssssssss,ddd sssssss ss.,sss sssssssss,ddd/ddd-dddd,ssssss,dd
189,sssss ssssssss,ddd sssssss ss.,sss sssssssss,?,ssssss (sss),dd
190,ssss,ddd ssssssssss ss.,sss sssssssss,?,?,?
191,ssss,ddd ssssssssss ss.,?,?,ssssssss (sss),dd
192,sssssssss,d sssssss ss.,sss sssssssss,?,ssssssss,dd
193,sssssssss,d sssssss ss.,sss sssssssss,ddd-ddd-dddd,?,dd
194,ssss ssssss,d ssssss ss.,sss sssssssss,ddd/ddd-dddd,ssssss,dd
195,ssss ssssss,d ssssss ss.,?,?,ssssss ssssss,dd
196,sssssss sssss,ddd ssssssss ss.,?,ddd/ddd-dddd,ssssssss,dd
197,sssssss sssss,ddd ssssssss ss.,sss sssssssss,ddd-ddd-dddd,?,?
198,ssss ssssss,ddd ssssssssss,sss sssssssss,ddd/ddd-dddd,ssssss,dd
199,ssss ssssss,ddd sssss sssss ss.,sss sssssssss,?,sssssssssss,?
200,sssss ss sss,ddd ssssss ss.,sss sssssssss,?,ssssss,ddd
201,sssss ss sss,ddd ssssss ss.,sss sssssssss,ddd-ddd-dddd,ssssss (sss),ddd
202,ssssssss,ddd dss ss.,sss sssssssss,ddd/ddd-dddd,ssssss,ddd
203,ssssssss,ddd ssssss ss.,sss sssssssss,ddd-ddd-dddd,?,ddd
204,sssssssss ssss,dd sssssssss ss.,sss sssssssss,?,ssssssss,ddd
205,sssssssss ssss,dd sssssssss ss.,sss sssssssss,ddd-ddd-dddd,sssssssssss,?
206,ssss ssss ssss sssss,dddd sssss ssss.,?,ddd/ddd-dddd,sssss,?
207,ssss ssss ssss sssss,dddd sssss ssss.,?,ddd-ddd-dddd,ssss,?
208,ss sssss,dddd ssss ss.,sss sssssssss,?,ssssss,?
209,ss sssss,dddd ssss ss.,?,ddd-ddd-dddd,ssssss (sss),ddd
210,ssss,ddd ssssss ss.,sss sssssssss,ddd/ddd-dddd,sssssssssssss,ddd
211,ssss ssssssssss-sss-ssss,ddd ssssss ss.,sss sssssssss,?,sssssssssssss,?
212,ssss's,ddd ssss ss.,sss sssssssss,ddd/ddd-dddd,ssssss,ddd
213,ssss's,ddd ssss ss.,sss sssssssss,?,ssssss (sss),ddd
214,ssssss sssss ssssss  ssssssss ssssssss,dddd ssss ss.,sss sssssssss,?,?,ddd
215,ssssss,dddd ssss ss.,?,ddd-ddd-dddd,ssssssss,ddd
216,sssssssss ssss,dddd ssssssss ss.,sss sssssssss,ddd/ddd-dddd,sssssssssssss,ddd
217,sssssssss ssss,dddd ssssssss ss.,sss sssssssss,ddd-ddd-dddd,ssssssss (sss),ddd
218,sssssss,ddd ssss ss.,?,ddd/ddd-dddd,ssssssss,ddd
219,sssssss,ddd ssss ss.,?,?,sssssssssss,ddd
220,ssss-sssssss ssssssssss sss ssssss ssss,ddd ssssssss ss.,sss sssssssss,ddd/ddd-dddd,?,?
221,ssss-sssssss ssssss ssss (sss sssssssss),ddd ssssssss ss.,sss sssssssss,?,ssssss (sss),ddd
222,ssss sssssss,ddd ssssssss sss.,sss sssssssss,ddd/ddd-dddd,sssssss,ddd
223,ssss sssssss,ddd ssssssss sss.,sss sssssssss,ddd-ddd-dddd,sssssss,?
224,sssssss's ssssssssss,dddd sssssss ssss ssssss,sss sssssss,ddd/ddd-dddd,sssssss,ddd
225,ssssss ssssssssss,dddd ssssssss ssss.,sssssss sssss,ddd/ddd-dddd,ssssssss,ddd
226,ssssssssss,ddddd sssssss sssss sss.,ssssss,?,ssssss,ddd
227,ssssss ssssss,ddd s. sssss ss.,sss sssssss,ddd/ddd-dddd,sssssssssss,ddd
228,ssssss sssss,dss ss.,?,ddd/ddd-dddd,sssssss,ddd
229,ssssssss ssss,dss ss. sssssssss,sssss ssssss,ddd/ddd-dddd,ssssssss,ddd
230,ss'ssss,ddd s. ss ssss sss.,sss sssssss,ddd/ddd-dddd,sssssss,?
231,ss'sss sss,dddd ssssssss ssss.,sss sssssss,ddd/ddd-dddd,?,?
232,ssss sssss,ddd s. sssss ss.,?,ddd/ddd-dddd,?,ddd
233,ssssssssss sssss sssssss,ddd s. sssssss ss.,?,ddd/ddd-dddd,?,ddd
234,ssssss's,ddd s. sssssss sss.,?,ddd/ddd-dddd.,ssssssss,ddd
235,ssss,dss ss.,sss sssssss,?,?,ddd
236,sss sss sss,ddd s. ssssss sss.,sss sssssss,ddd/ddd-dddd,?,?
237,ssss ssss,ddd s. sssssssss ssss.,sss sssssss,ddd/ddd-dddd,?,ddd
238,ssssssssss ssss,ddd s. ssssssss ssss.,sss sssssss,ddd/ddd-dddd,ssssss ssss,?
239,ssssss ssss,dddd ssssssss ssss.,?,ddd/ddd-dddd,?,ddd
240,ssss!,ddddd sssss ssssss ssss.,?,ddd/ddd-,ssss ssssssss,ddd
241,sssss,dddd ssssssss ssss.,sssss ssssss,?,?,ddd
242,ssss's,ddd s. ss sssssss ssss.,sss sssssss,?,ssssss,ddd
243,sssssss ssss,ddd sssssss sss.,sss sssssss,?,sssssssssss,?
244,sssssss,dddd sssssss sss.,?,?,?,?
245,ss sssssss's,ddd s. ss sssssss,?,?,?,ddd
246,ss sssss,dddd s. sssssss sss.,sss sssssss,ddd/ddd-dddd,?,?
247,sssssssss's,dddd ssss ss.,sssss ssssss,ddd/ddd-dddd,ssssssss,ddd
248,sssssssss's,d ssss ddddd sssssss sssss sss. ss ssssss ssss.,sssssss sssssssss,ddd/ddd-dddd,?,?
249,ssss ssss ssss,dddd sssssss ssss.,?,ddd/ddd-dddd,ssssssss,ddd
250,sssss's sss & ssssssss sssss,dddd sss. ss sss sssss,sss sssssss,ddd/ddd-dddd,sssssss,?
251,ss sssssss ssssss ssssssss,ddd s. sssssss ss.,sss sssssss,ddd/ddd-dddd,sssssss,ddd
252,ssss sssss's sssss,ddddd s. ssss ssss.,sss sssssss,ddd/ddd-dddd,ssssss ssss,?
253,sssssss's ssss,ddd s. sssssss sssss,sss sssssss,ddd/ddd-dddd,?,ddd
254,sssss's,ddd ssssss ss.,sss sssssss,?,sssssssssss,ddd
255,ssss,dddd ssssss ssss.,sss sssssss,?,sssss,ddd
256,ss ssssssss,dddd sssssss ssss.,?,ddd/ddd-dddd,?,ddd
257,ss ssss,dddd ssssss ssss.,?,ddd/ddd-dddd,ssssss,ddd
258,ssssss's sssssssss,dddd sss sssss ssss.,sss sssssss,ddd/ddd-dddd,?,ddd
259,sss sss sssssss ssssssssss,ddd s. ssssss ss.,sss sssssss,?,sssss,ddd
260,ssssss's,dddd sssssss sss.,?,?,ssssssss,ddd
261,ssss 's' ss's,ddd s. sssssss ss.,sss sssssss,ddd/ddd-dddd,ssssssss,ddd
262,ssssss,ddd s. ssssssss ss.,?,?,?,ddd
263,sssss ssssss,dddd sssss sss.,?,ddd/ddd-dddd,?,ddd
264,sssssss,ddddd ssssssss ssss.,sss sssssss,ddd/ddd-dddd,?,?
265,sssssss ssssss sss,dss ss.,sss sssssss,?,?,ddd
266,ssss's,ddddd sssssssss ss.,ssssss ssss,?,ssssssss,ddd
267,sssss sssssssss,dddd s. sssss ss.,sss sssssss,ddd/ddd-dddd,sssssssssss,ddd
268,sssss,ddddd sssssss ssss.,sssssss ssss,ddd/ddd-dddd,?,ddd
269,sssss,ddd s. ssssss ss.,?,ddd/ddd-dddd,sssssss,ddd
270,ss's sss sss sssss,ddd s. sssssss ss.,sss sssssss,ddd/ddd-dddd,?,?
271,ssss,dss ss. sssssssss,sssss ssssss,ddd/ddd-dddd,sssssss,?
272,ssssssssss ssssssss,ddd s. sss sssss ss.,sss sssssss,?,sssss,ddd
273,ssssss's sssss ss sssssss 's' sssssss,dddd s. sssss ss.,sss sssssss,?,ssssssss,ddd
274,sssssss ss ssss,dddd ssss ss.,sss sssssss,ddd/ddd-dddd,?,?
275,ssss,dss ss.,?,ddd/ddd-dddd,?,ddd
276,ssssssss,dddd sssssss ssss.,sss sssssss,ddd/ddd-dddd,ssssssss,?
277,ssssss sssss,dddd sssssss sss.,?,ddd/ddd-dddd,sssssss,ddd
278,sss ssssssss,ddd s. ssssss ss.,sss sssssss,ddd/ddd-dddd,sssss,ddd
279,sssss ssss's,dddd sssssss sss.,?,ddd/ddd-dddd,sssss,ddd
280,sss ss sss,dddd sssss sssss ss.,sss sssssss,ddd/ddd-dddd,?,ddd
281,ssssss sss's,dddd ssssssss ssss.,sss sssssss,ddd/ddd-dddd,sssss,ddd
282,ssss,dddd sssss sssssssss sss.,sss sssss,ddd/ddd-dddd,ssssssss,?
283,ssss sssss ssss,dd s. ssssss ssss.,?,ddd/ddd-dddd,?,?
284,dd ssss,dd ssss ss.  sssssss ssssss sss ssss ss.,sss ssss,ddd/ddd-dddd,sssss,ddd
285,d sssss ssssss,d sssss ss.,?,ddd/ddd-dddd,ssssssss,?
286,ssssssss,ddd dss sss. ss ddss ss.,sss ssss,ddd/ddd-dddd,ssssss,ddd
287,sssssssss,ddd s. dd ss.  sssssss dss sss dss ssss.,sss ssss,?,?,ddd
288,sss,ddd ssssssss ss ddss ss.,sss ssss,ddd/ddd-dddd,ssssssss,ddd
289,sssss,ddd s. ddss ss.,sss ssss,ddd/ ddd-dddd,sssssss,ddd
290,sssss's sss,ddd s. ddss ss.,sss ssss,ddd/ddd-dddd,ssssssss,ddd
291,ssssssssss sssss,d ssssss sssssss sssss ss ddss ss.,?,ddd/ddd-dddd,?,?
292,ssssssss sssss,d ssss sss. ss ddss ss.,sss ssss,ddd/ddd-dddd,ssssssss,?
293,sssss ssssss,ddd s. ddss ss.  sssssss dss sss dss ssss.,sss ssss,ddd/ddd-dddd,?,ddd
294,sssssss,ddd ddd s. ddss ss.,sss ssss,ddd/ddd-dddd,ssssssss,ddd
295,ssssss's,ddd s. sssssss ss.  sss ssssssss ss.,sss ssss,ddd/ddd-dddd,?,ddd
296,ss ssssssss,ddd-ddd sssss ss. sssss sssssssss ssssss,sss ssss,?,sssss,ddd
297,sss sssss,dddd dss sss.  sssssss ddss sss ddss sss.,?,ddd/ddd-dddd,sssssssssssss,?
298,ssssssss,ddd s. ddss ss.,?,ddd/ddd-dddd,sssssss,ddd
299,sss ssssss's,ddd s. ddss ss.,sss ssss,ddd/ddd-dddd,ssssssss,ddd
300,sss sss,ddd dss sss.  sssssss ddss sss ddss sss.,?,?,?,ddd
