id,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O
22,dd, Ullllll-lll,ddddd, dll,d, Ullllll-lll-llllll, Ullllll-lllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
23,dd, Ullllll,dddddd, ddll,d, Ullllll-lll-llllll, Ullllllll-llllll, Ullllll, Ullll, Ulll,d,dddd,dd, Ulllll-Ulllll, <=ddU
24,dd, Ullllll,dddddd, UU-llll,d, Ulllllll, Ulll-lllllll, Ullllllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
25,dd, Ullll-lll,dddddd, Ullllllll,dd, Ullllll-lll-llllll, Ulll-lllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
26,dd, Ullllll,dddddd, UU-llll,d, Ullll-lllllll, Ullll-llllll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
27,dd, ?,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, ?, Ullllll, Ullll-Ull-Ulllllll, Ulll,d,d,dd, Ullll, >ddU
28,dd, Ullllll,dddddd, UU-llll,d, Ulllllll, Ulll-llllllllll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
29,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
30,dd, Ullll-lll,dddddd, Ullll-llll,dd, Ullll-lllllll, Ulllllllll-llll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
31,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullll-lllllll, Ullll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
32,dd, Ullllll,dddddd, Ullllllll,dd, Ulllllll, Ulll-llllllllll, Ull-lllll, Ullll, Ulll,d,dddd,dd, Ulllll-Ulllll, <=ddU
33,dd, Ullllll-lll,ddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ull-llllllll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
34,dd, Ullll-lll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ullll-lllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
35,dd, Ullllll,dddddd, ddll,d, Ullll-lllllll, Ullllll-ll-llllll, Ullllllll, Ullll, Ulll,d,d,dd, Ulllll-Ulll, <=ddU
36,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullll-lllllll, Ullllll-ll-llllll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
37,dd, Ullllll,dddddd, UU-llll,d, Ullllll-UU-llllll, Ull-llllllll, Ulll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
38,dd, Ullllll,ddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ullll, Ullllll, Ullll, Ulll,d,d,dd, ?, >ddU
39,dd, Ulll-lll-lll-lll,dddddd, Ullll-llll,dd, Ullllll-lll-llllll, Ulll-lllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
40,dd, Ullllll,dddddd, dll,d, Ullllll-lll-llllll, Ullllll-ll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
41,dd, Ulll-lll-lll-lll,ddddd, Ullllllll,dd, Ullllll-lll-llllll, Ulll-lllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
42,dd, Ullllll,dddddd, Ullllllll,dd, Ullllll-lll-llllll, Ulll-lllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
43,dd, Ullllll,ddddd, UU-llll,d, Ullllllll, Ull-llllllll, Ullllllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
44,dd, Ullllll,dddddd, UU-llll,d, Ullll-lllllll, Ulllllll-llllllll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
45,dd, Ullllll-lll,dddddd, Ullllllll,dd, Ullllll-lll-llllll, Ulll-lllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
46,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ullllll-ll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
47,dd, Ullllll,dddddd, Ullllll,dd, Ulllllll, Ulll-llllllllll, Ullllllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
48,dd, Ullll-lll,dddddd, Ullll-lll,dd, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
49,dd, Ullllll,dddddd, Ullll-lll,dd, Ullll-lllllll, Ulll-lllllllll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
50,dd, Ullllll,ddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ulll-llllllllll, Ulll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
51,dd, Ullllll,dddddd, UU-llll,d, Ullll-lllllll, Ullll-lllllll, Ull-lllll, Ullll, Ulllll,d,d,dd, ?, <=ddU
52,dd, Ullllll,ddddd, Ulll-llllll,dd, Ullllll-lll-llllll, Ulll-lllllllll, Ulll, Ullll, Ulllll,d,dddd,dd, Ulllllll, >ddU
53,dd, Ullllll-lll,dddddd, Ullllllll,dd, Ulllllll, Ulll-llllllllll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
54,dd, Ulll-lll-lll,dddddd, UU-llll,d, Ulllllll, Ulll-llllllllll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
55,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ulll-lllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
56,dd, Ullllll,dddddd, dll-dll,d, Ullllll-lll-llllll, Ullllll-ll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll, <=ddU
57,dd, Ullllll,ddddd, Ullll-lll,dd, Ullllll-lll-llllll, Ullll-lllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulll, <=ddU
58,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ull-llllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
59,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ullllll-ll-llllll, Ullllll, Ullll, Ulll,dddd,d,dd, Ulllll-Ulllll, <=ddU
60,dd, Ullllll,ddddd, Ullllllll,dd, Ullllll-lll-llllll, Ullll, Ullllll, Ullll, Ulll,dddd,d,dd, Ulllll-Ulllll, <=ddU
61,dd, ?,dddddd, dll-dll,d, Ullllll-llllll-llllll, ?, Ull-ll-llllll, Ullll, Ulll,d,d,dd, ?, <=ddU
62,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ullllllll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
63,dd, Ullllll,dddddd, Ullllllll,dd, Ullllll-lll-llllll, Ulll-lllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
64,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ulllllll, Ulll-lllllll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
65,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
66,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ulllllll, Ull-llllllll, Ull-ll-llllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
67,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ull-llllllll, Ulll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, >ddU
68,dd, Ulll-lll-lll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ulll-llllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
69,dd, ?,dddddd, Ulll-lllllll,dd, Ullll-lllllll, ?, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
70,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullll-lllllll, Ulll-lllllllll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
71,dd, Ullllll,dddddd, Ullllllll,dd, Ullllllll, Ullll, Ull-lllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
72,dd, Ulll-lll-lll-lll,dddddd, Ullllllll,dd, Ullllll-lll-llllll, Ullll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
73,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullll-lllllll, Ullllll-ll-llllll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
74,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ulll-lllllllll, Ullll-llllllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
75,dd, Ullllll,dddddd, UU-llll,d, Ullll-lllllll, Ullll-lllllll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll, <=ddU
76,dd, Ullllll,ddddd, Ullll-llll,dd, Ullllll-lll-llllll, Ull-llllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
77,dd, ?,dddddd, ddll,d, Ullllll-lll-llllll, ?, Ullllll, Ullll, Ulll,d,d,d, Ulllll-Ulllll, <=ddU
78,dd, Ullllll,dddddd, ddll,d, Ullll-lllllll, Ullll-lllllll, Ull-lllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
79,dd, Ullll-lll,dddddd, dll-dll,d, Ullllll-lll-llllll, Ullllll-lllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
80,dd, Ullllll,dddddd, UU-llll,d, Ullll-lllllll, Ullll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
81,dd, Ullllll,dddddd, Ullllllll,dd, Ullllll-lll-llllll, Ullll-lllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulll, <=ddU
82,dd, Ullllll,ddddd, UU-llll,d, Ullllll-lll-llllll, Ullll-lllllll, Ulll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
83,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ullll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
84,dd, Ullllll,dddddd, UU-llll,d, Ulllllll, Ullll-llllll, Ull-ll-llllll, Ullll, Ulllll,ddddd,d,dd, Ulllll-Ulllll, >ddU
85,dd, Ullllll,dddddd, UU-llll,d, Ulllllll, Ullll, Ull-lllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
86,dd, Ullll-lll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ulllllllll-llll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
87,dd, Ullllll,dddddd, Ullllll,dd, Ullllll-lll-llllll, Ulll-lllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
88,dd, Ullllll,ddddd, dll,d, Ullll-lllllll, Ullll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
89,dd, Ullllll-lll,dddddd, Ullllllll,dd, Ullll-lllllll, Ulll-lllllllll, Ull-ll-llllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, >ddU
90,dd, Ullllll,dddddd, Ullll-lll,dd, Ullllll-lll-llllll, Ulll-lllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
91,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ulllllll, Ullll-llllll, Ullllllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
92,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ulllllll, Ullllll-ll-llllll, Ullllllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
93,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ullll, Ulll, Ullll-Ull-Ulllllll, Ulllll,d,dddd,dd, ?, <=ddU
94,dd, Ullll-lll,dddddd, Ullllllll,dd, Ullllll-lll-llllll, Ulllllllll-llll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
95,dd, Ullll-lll,dddddd, Ulll-lllllll,dd, Ullll-lllllll, Ulllllll-llllllll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
96,dd, Ulll-lll-lll-lll,dddddd, Ullllllll,dd, Ullllll-lll-llllll, Ulll-lllllllll, Ullllll, Ullll, Ulll,d,dddd,dd, Ulllll-Ulllll, >ddU
97,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ullll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
98,dd, Ullllll,dddddd, Ullll-llll,dd, Ulllllll, Ulll-llllllllll, Ullllllll, Ullll, Ulllll,d,d,dd, Ullllll, <=ddU
99,dd, Ullllll-lll,dddddd, UU-llll,d, Ullll-lllllll, Ullll-lllllll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
100,dd, Ullllll,dddddd, Ullllll,dd, Ullllll-lll-llllll, Ulll-llllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
101,dd, Ullllll,dddddd, Ullllllll,dd, Ullllll-lll-llllll, Ulll-llllllllll, Ullllll, Ullll, Ulll,ddddd,d,dd, Ulllll-Ulllll, >ddU
102,dd, Ulll-lll-lll-lll,dddddd, Ullllll,dd, Ullll-lllllll, Ulll-lllllllll, Ull-ll-llllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
103,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullll-lllllll, Ulll-lllllll, Ull-lllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
104,dd, Ullllll,dddddd, UU-llll,d, Ullll-lllllll, Ullll-llllll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
105,dd, Ulll-lll-lll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll, Ulll,dddd,d,dd, Ulllll-Ulllll, >ddU
106,dd, ?,dddddd, ddll,d, Ullll-lllllll, ?, Ull-lllll, Ullll, Ulllll,ddddd,d,dd, Ulllll-Ulllll, <=ddU
107,dd, Ullllll,dddddd, ddll,d, Ullll-lllllll, Ulllllll-llllllll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
108,dd, Ullll-lll,dddddd, UU-llll,d, Ullll-lllllll, Ull-llllllll, Ull-ll-llllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
109,dd, Ullllll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ulllllll-llllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
110,dd, Ullllll,dddddd, Ullllllll,dd, Ullll-lllllll, Ullll, Ullll-llllllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
111,dd, Ullllll,ddddd, Ulll-llllll,dd, Ullllll-lll-llllll, Ulll-lllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
112,dd, Ulll-lll-lll-lll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ullll-lllllll, Ullllll, Ullll, Ulll,d,dddd,dd, Ulllll, >ddU
113,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ullll, Ulll, Ullll, Ulllll,dddd,d,dd, Ulllll-Ulllll, <=ddU
114,dd, Ullllll,dddddd, UU-llll,d, Ullll-lllllll, Ullllll-ll-llllll, Ull-lllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
115,dd, Ullllll,ddddd, dll,d, Ullllll-lll-llllll, Ulllllll-llllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
116,dd, Ulll-lll-lll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ullll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
117,dd, Ullll-lll,dddddd, Ullll-lll,dd, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
118,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ullll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
119,dd, Ullllll,dddddd, UU-llll,d, Ullll-lllllll, Ullll-llllll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
120,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullll-lllllll, Ullll-lllllll, Ull-lllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
121,dd, Ullllll,dddddd, Ullllllll,dd, Ullllll-lll-llllll, Ulll-llllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
122,dd, Ullllll,ddddd, Ullllllll,dd, Ullll-lllllll, Ulll-llllllllll, Ull-lllll, Ullll, Ulll,d,d,dd, Ullllll, <=ddU
123,dd, Ullll-lll,dddddd, Ullllllll,dd, Ullllll-lll-llllll, Ulll-lllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
124,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullll-lllllll, Ullll-lllllll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
125,dd, Ullllll,dddddd, Ullllllll,dd, Ullllll-lll-llllll, Ulll-llllllllll, Ulll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, >ddU
126,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullll-lllllll, Ull-llllllll, Ull-lllll, Ullll, Ulllll,d,dddd,dd, Ulllll-Ulllll, <=ddU
127,dd, Ullllll,dddddd, Ullll-llll,dd, Ullllll-lll-llllll, Ull-llllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
128,dd, ?,dddddd, UU-llll,d, Ullllll-lll-llllll, ?, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
129,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ulllllll, Ullll-llllll, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
130,dd, Ullllll,ddddd, Ullll-llll,dd, Ullll-lllllll, Ullll, Ull-ll-llllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
131,dd, Ullllll,ddddd, UU-llll,d, Ullll-lllllll, Ullll-lllllll, Ull-ll-llllll, Ullll, Ulllll,d,dddd,dd, Ulllll-Ulllll, <=ddU
132,dd, Ulll-lll-lll-lll,dddddd, UU-llll,d, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll, Ulll,dddd,d,dd, Ulllll-Ulllll, <=ddU
133,dd, Ullllll,dddddd, Ullllllll,dd, Ullllll-lll-llllll, Ullll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
134,dd, Ullllll,dddddd, Ullll-llll,dd, Ulllllll, Ulll-lllllll, Ull-ll-llllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
135,dd, Ullllll-lll,dddddd, Ullllll,dd, Ullllll-lll-llllll, Ulll-lllllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulll, >ddU
136,dd, Ulll-lll-lll-lll,ddddd, UU-llll,d, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
137,dd, Ullllll,dddddd, Ullll-lll,dd, Ullllll-lll-llllll, Ull-llllllll, Ulll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
138,dd, Ullllll,ddddd, Ulll-lllllll,dd, Ullll-lllllll, Ullll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
139,dd, Ullllll,ddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll-Ull-Ulllllll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
140,dd, Ulll-lll-lll,ddddd, UU-llll,d, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
141,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullll-lllllll, Ullll, Ull-lllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
142,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullll-lllllll, Ullll-lllllll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll, <=ddU
143,dd, Ullllll,dddddd, Ullll-lll,dd, Ullll-lllllll, Ulll-lllllllll, Ull-ll-llllll, Ullll, Ulllll,d,dddd,dd, Ulllll-Ulllll, >ddU
144,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullll-lllllll, Ulll-lllllll, Ullll-llllllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
145,dd, Ullllll,dddddd, UU-llll,d, Ullll-lllllll, Ullllllll-llllll, Ullllllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
146,dd, Ullllll,dddddd, Ulll-lllllll,dd, Ullllll-lll-llllll, Ullll-lllllll, Ullllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
147,dd, Ullllll,dddddd, UU-llll,d, Ullllll, Ullll-lllllll, Ullllllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
148,dd, Ullllll,dddddd, ddll,d, Ullllll-lll-llllll, Ullll-llllll, Ullllll, Ullll, Ulll,d,dddd,dd, Ulllll-Ulllll, <=ddU
149,dd, ?,dddddd, Ulll-lllllll,dd, Ulllllll, ?, Ull-ll-llllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
150,dd, Ullll-lll,dddddd, Ulll-lllllll,dd, Ulllllll, Ull-llllllll, Ullllllll, Ullll, Ulllll,d,d,dd, Ulllll, <=ddU
151,dd, Ullllll,dddddd, UU-llll,d, Ullll-lllllll, Ull-llllllll, Ull-ll-llllll, Ullll, Ulllll,d,d,dd, Ulllll-Ulllll, <=ddU
152,dd, Ullllll,dddddd, Ullllllll,dd, Ullll-lllllll, Ulll-llllllllll, Ullll-llllllll, Ullll-Ull-Ulllllll, Ulllll,d,d,dd, Ullllllllll, <=ddU
153,dd, Ullllll,dddddd, UU-llll,d, Ullll-lllllll, Ullll-llllll, Ull-lllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, <=ddU
154,dd, ?,dddddd, UU-llll,d, Ulllllll, ?, Ull-ll-llllll, Ullll, Ulll,d,d,dd, Ulllll-Ulllll, >ddU
