id,name,addr,city,phone,type,class
80,ssssssssssss,dds.ddssss.sssssssdsssssdsssss.,S,S,ssssss,dd
81,ssssssssssss,dds.ddssss.,sssssssssss,dddSdddSdddd,ssssssSsssssssS,S
82,sssssssssss,ddds.ddssss.,S,dddSdddSdddd,S,dd
83,sssssssssss,ddds.ddssss.,sssssssssss,dddSdddSdddd,sssssss,dd
84,sssssssssssss,dddssssssssssss,S,dddSdddSdddd,S,dd
85,sssssssssssss,ddds.ddssss.,S,S,S,S
86,ssssssssss,ds.ddssss.,S,dddSdddSdddd,ssssssss,dd
87,ssssssssssSsssssssssssS,ds.ddssss.,S,dddSdddSdddd,sssss,dd
88,ssssss,ddds.ddssss.,S,S,S,S
89,ssssss,ddds.ddssss.,S,dddSdddSdddd,ssssssSsssssssS,dd
90,ssssssssssssssssss,dds.ddssss.,sssssss,S,S,S
91,ssssssssssssssssss,dds.ddssss.,sssssssssss,S,sssssss,S
92,sssss,ddds.ddssss.,S,dddSdddSdddd,ssssssss,S
93,sssss,ddds.ddssss.,sssssssssss,dddSdddSdddd,ssssssssSsssS,dd
94,sssssssss,ddddsssss.sssssssddsssssddsssss.,sssssss,S,ssssssss,S
95,sssssssss,dddssssssss.,sssssssssss,dddSdddSdddd,S,dd
96,ssssssss,ddssssss.sssssssssss.,S,dddSdddSdddd,sssssss,dd
97,ssssssss,ddssssss.,S,S,sssssss,dd
98,ssssssssss,ddds.ssssssssssssssssssssssssssssssss.,S,dddSdddSdddd,ssssss,dd
99,ssssssssss,ddds.ssssssss,sssssssssss,dddSdddSdddd,S,S
100,ssssss,dds.ddssss.,sssssss,dddSdddSdddd,sssssss,S
101,ssssss,dds.ddssss.,sssssssssss,S,sssssss,dd
102,ssssssssssssss,ddds.ddssss.,sssssss,dddSdddSdddd,ssssssss,dd
103,ssssssssssssssSsssssssssssS,ddds.ddssss.,sssssssssss,dddSdddSdddd,ssssssssSsssS,dd
104,ssssssssss,ddds.ddssss.,sssssss,S,ssssss,S
105,ssssssssss,ddds.ddssss.,S,dddSdddSdddd,sssssss,dd
106,sssssssss,dds.ddssss.,sssssss,dddSdddSdddd,sssssssssssss,S
107,sssssssss,dds.ddssss.,sssssssssss,dddSdddSdddd,S,S
108,ssssss,ddsss.sssdssss.,sssssss,dddSdddSdddd,sssssss,S
109,ssssss,ddsss.s,sssssssssss,dddSdddSdddd,sssssss,S
110,sssssssssss,ddssssssssssssssss,sssssss,S,ssdddSdddSddddssssssss,dd
111,sssssssssss,ddssssssssssssssss,sssssssssss,dddSdddSdddd,ssssssssSsssS,S
112,sssssssss,dsssssss.ssssssssssssss,ssssssss,dddSdddSdddd,ssssssss,dd
113,sssssssss,dsssssss.,ssssssss,dddSdddSdddd,ssssssssSsssS,dd
114,sssssssssss,dddssssssssssss,S,dddSdddSdddd,sssssss,dd
115,sssssssssss,dddssssssssssss.,S,dddSdddSdddd,S,dd
116,ssssssssssssssss,ddddsssss.ssddssss.,sssssss,dddSdddSdddd,S,dd
117,ssssssssssssssss,dddsssssssss.,sssssssssss,S,sssss,S
118,ssssss,dds.ddssss.,S,dddSdddSdddd,sssss,dd
119,ssssss,dds.ddssss.,S,dddSdddSdddd,ssssssss,dd
120,sssssssssss,dds.ddssss.,sssssss,S,sssss,dd
121,sssssssssssss,ddds.ddssss.,S,S,sssssss,S
122,sssssssssssss,dddddsssss.ssddssss.,sssssss,S,ssssssss,dd
123,sssssssssssss,ddddssssssss.,S,dddSdddSdddd,ssssssssSsssS,S
124,sssssSsssssssss,ddds.ddssss.,sssssss,dddSdddSdddd,ssssssss,dd
125,sssssSsssssssss,dddssssssss.,S,dddSdddSdddd,sssssssssss,dd
126,ssssssssssssssss,sssssssssssssssddssss.,sssssss,dddSdddSdddd,S,dd
127,ssssssssssssssss,sssssssssssssss,sssssssssss,S,ssssssssSsssS,S
128,sssssssssSs,ddddsssss.sssssssddsssssddsssss.,sssssss,dddSdddSdddd,sssssssssssss,dd
129,sssssssssSs,dddssssssss.,S,dddSdddSdddd,S,dd
130,sssssssssssssss,dds.ddssss.,sssssss,S,S,S
131,sssssssssssssss,dds.ddssss.,sssssssssss,dddSdddSdddd,ssssssssSsssS,dd
132,ssssssSs,ddds.ddssss.,S,S,ssssssss,dd
133,ssssssSssssssss,ddds.ddssss.,sssssssssss,dddSdddSdddd,sss,dd
134,ssssSs,ddddssssssssssss.s,ssssssss,dddSdddSdddd,sssss,dd
135,ssssSs,ddddssssssssssss.s.,ssssssss,dddSdddSdddd,sssssss,dd
136,ssssssssss,ddddssssssssssss.s,S,S,ssssssssssss,dd
137,ssssssssssSssssssssS,ddddssssssssssss.s.,ssssssss,dddSdddSdddd,S,dd
138,ssssssssssss,dddds.ssssssssss.,ssssssss,dddSdddSdddd,sssssssssss,dd
139,ssssssssssssssssss,ddddssssssssss.,ssssssss,S,S,dd
140,sssssssssss,ddddssssssssssss.s,S,dddSdddSdddd,S,dd
141,sssssssssss,ddddssssssssssss.s.,ssssssss,dddSdddSdddd,S,dd
142,ssssssssssssssssss,ddds.sssssssss.,S,dddSdddSdddd,sssssss,dd
143,sssssssssssssssss,ddds.sssssssss.,S,dddSdddSdddd,ssssssssss,S
144,ssssssssss,ddddssssssssssss.s,ssssssss,dddSdddSdddd,sssssssssss,S
145,sssssssssssss,ddddssssssssssss.s.,ssssssss,S,sssssssssss,S
146,sssssssss,dddds.ssssssssss.,S,dddSdddSdddd,S,dd
147,ssssssssssss,dddds.ssssssssss.,ssssssss,S,sssssssssss,dd
148,sssssss,ddddsssssssssss.sssssssssssssssssssssssssssss,S,dddSdddSdddd,sssssss,S
149,sssssss,ddddsssssssssss.ss,S,dddSdddSdddd,sssssss,S
150,sssssssssss,ddddssssssssss.sssssssssssssss.,S,dddSdddSdddd,sssssssssssss,dd
151,sssssssssss,ddddssssssssss.,sssssss,dddSdddSdddd,sssssssssss,dd
152,ssssSs,ddddssssssssssss,S,dddSdddSdddd,ssssssss,dd
153,ssssSsssssssssss,ddddssssssssss.ss,S,dddSdddSdddd,S,S
154,sssssssssssssss,ddddsssssssssss.sssssssssssssssssssssssssssssss,sssssss,dddSdddSdddd,ssssss,dd
155,sssssssssssssss,ddddsssssssssss.,sssssss,S,ssssssssssss,dd
156,sssssssssssss,ddddssssssssssss,S,S,ssssssss,dd
157,sssssssssssss,ddddssssssssss.,sssssss,S,ssssssssSsssS,dd
158,ssssssssss,ddddsssssssssss.,S,dddSdddSdddd,ssssss,S
159,ssssssssssssssssssss,ddddsssssssssss.,sssssss,dddSdddSdddd,S,dd
160,sssssssssss,dssssssssssssssssss.,sssssss,S,ssssssss,dd
161,sssssssssss,dssssssssssssssssss.,sssssss,S,S,dd
162,sssssssssssss,ddddsssssssssss.sssssssssssssssssssssssssssss,S,dddSdddSdddd,ssssssss,dd
163,sssssssssssss,ddddsssssssssss.,sssssss,dddSdddSdddd,S,dd
164,sssssssssssssssssss,ddds.ssssssssssss.,sssssss,S,sssssssssssss,dd
165,ssssssssssssssssssssss,ddds.ssssssssssss.ss,S,dddSdddSdddd,sssssssssss,dd
166,ssssssssssss,dddsssssssssss.sssssssssssssss,S,dddSdddSdddd,sssss,dd
167,ssssssssssss,dddsssssssssss.,sssssss,dddSdddSdddd,ssssss,dd
168,ssssssssssssssssss,dddds.sssssssssss.,sssssss,dddSdddSdddd,sssssssss,dd
169,ssssssssssssssssss,dddds.sssssssssss.,sssssss,dddSdddSdddd,ssssssss,dd
170,ssssssss,ddddsssssssssss.sssssssssssssssssssssssss,sssssss,dddSdddSdddd,S,dd
171,ssssssss,ddddsssssssssss.ss,sssssss,dddSdddSdddd,S,dd
172,sssssssSssssssss,dddssssssssssssss.,S,S,ssssssss,dd
173,sssssssSssssssss,dddssssssssssssss.,S,S,ssssssssSssss,S
174,sssssssSsssss,dddsssssssssss.ssssssssss.,sssssss,dddSdddSdddd,sssssssssss,S
175,sssssssSsssss,dddsssssssssss.,sssssss,dddSdddSdddd,sssssssssss,dd
176,ssssSssssssssSs,dddds.ssssssssssss.,sssssss,dddSdddSdddd,sssssssssssss,dd
177,ssssSsSssssSs,dddds.ssssssssssss.,sssssss,S,ssssssssSsssS,S
178,ssssssssSsssssssssssssss,ddddsssssssssss.,S,dddSdddSdddd,sssddddsssssssssssss,S
179,ssssSsssssssssssSssssssssS,ddddsssssssssss.ss,S,dddSdddSdddd,ssssssssSsssS,S
180,ssssssssssssssSsssssssssssssss,ddddsssssssssss.,S,dddSdddSdddd,sssssssssssss,S
181,ssssSsssssssssssssssssSssssssssS,ddddsssssssssss.ss,sssssss,dddSdddSdddd,ssssssssSsssS,dd
182,ssssssssssssssSssssssssssssss,dddsssssssssss.,sssssss,dddSdddSdddd,sssssssssss,dd
183,ssssSsssssssssssssssss,dddsssssssssss.,S,dddSdddSdddd,ssssssSsssssssS,dd
184,ssssssss,ssssssssssss.,sssssss,dddSdddSdddd,S,dd
185,ssssssss,dddSssssssssssss.,S,dddSdddSdddd,S,dd
186,ssssssssssss,ddddssss.,sssssss,dddSdddSdddd,sssssss,dd
187,ssssssssssss,ddddssss.,sssssss,S,S,dd
188,sssssssssssss,dddsssssssss.,ssssssssssss,dddSdddSdddd,ssssss,dd
189,sssssssssssss,dddsssssssss.,ssssssssssss,S,ssssssSsssS,dd
190,ssss,dddssssssssssss.,ssssssssssss,S,S,S
191,ssss,dddssssssssssss.,S,S,ssssssssSsssS,dd
192,sssssssss,dsssssssss.,ssssssssssss,S,ssssssss,dd
193,sssssssss,dsssssssss.,ssssssssssss,dddSdddSdddd,S,dd
194,ssssssssss,dssssssss.,ssssssssssss,dddSdddSdddd,ssssss,dd
195,ssssssssss,dssssssss.,S,S,ssssssssssss,dd
196,ssssssssssss,dddssssssssss.,S,dddSdddSdddd,ssssssss,dd
197,ssssssssssss,dddssssssssss.,ssssssssssss,dddSdddSdddd,S,S
198,ssssssssss,dddssssssssss,ssssssssssss,dddSdddSdddd,ssssss,dd
199,ssssssssss,dddssssssssssss.,ssssssssssss,S,sssssssssss,S
200,ssssssssss,dddssssssss.,ssssssssssss,S,ssssss,ddd
201,ssssssssss,dddssssssss.,ssssssssssss,dddSdddSdddd,ssssssSsssS,ddd
202,ssssssss,ddddssss.,ssssssssssss,dddSdddSdddd,ssssss,ddd
203,ssssssss,dddssssssss.,ssssssssssss,dddSdddSdddd,S,ddd
204,sssssssssssss,ddsssssssssss.,ssssssssssss,S,ssssssss,ddd
205,sssssssssssss,ddsssssssssss.,ssssssssssss,dddSdddSdddd,sssssssssss,S
206,sssssssssssssssss,ddddsssssssss.,S,dddSdddSdddd,sssss,S
207,sssssssssssssssss,ddddsssssssss.,S,dddSdddSdddd,ssss,S
208,sssssss,ddddssssss.,ssssssssssss,S,ssssss,S
209,sssssss,ddddssssss.,S,dddSdddSdddd,ssssssSsssS,ddd
210,ssss,dddssssssss.,ssssssssssss,dddSdddSdddd,sssssssssssss,ddd
211,ssssssssssssssSsssSssss,dddssssssss.,ssssssssssss,S,sssssssssssss,S
212,ssssSs,dddssssss.,ssssssssssss,dddSdddSdddd,ssssss,ddd
213,ssssSs,dddssssss.,ssssssssssss,S,ssssssSsssS,ddd
214,sssssssssssssssssssssssssssssssss,ddddssssss.,ssssssssssss,S,S,ddd
215,ssssss,ddddssssss.,S,dddSdddSdddd,ssssssss,ddd
216,sssssssssssss,ddddssssssssss.,ssssssssssss,dddSdddSdddd,sssssssssssss,ddd
217,sssssssssssss,ddddssssssssss.,ssssssssssss,dddSdddSdddd,ssssssssSsssS,ddd
218,sssssss,dddssssss.,S,dddSdddSdddd,ssssssss,ddd
219,sssssss,dddssssss.,S,S,sssssssssss,ddd
220,ssssSssssssssssssssssssssssssssssss,dddssssssssss.,ssssssssssss,dddSdddSdddd,S,S
221,ssssSsssssssssssssssssSssssssssssssS,dddssssssssss.,ssssssssssss,S,ssssssSsssS,ddd
222,sssssssssss,dddsssssssssss.,ssssssssssss,dddSdddSdddd,sssssss,ddd
223,sssssssssss,dddsssssssssss.,ssssssssssss,dddSdddSdddd,sssssss,S
224,sssssssSsssssssssss,ddddsssssssssssssssss,ssssssssss,dddSdddSdddd,sssssss,ddd
225,ssssssssssssssss,ddddssssssssssss.,ssssssssssss,dddSdddSdddd,ssssssss,ddd
226,ssssssssss,dddddsssssssssssssss.,ssssss,S,ssssss,ddd
227,ssssssssssss,ddds.sssssss.,ssssssssss,dddSdddSdddd,sssssssssss,ddd
228,sssssssssss,dssss.,S,dddSdddSdddd,sssssss,ddd
229,ssssssssssss,dssss.sssssssss,sssssssssss,dddSdddSdddd,ssssssss,ddd
230,ssSssss,ddds.sssssssss.,ssssssssss,dddSdddSdddd,sssssss,S
231,ssSssssss,ddddssssssssssss.,ssssssssss,dddSdddSdddd,S,S
232,sssssssss,ddds.sssssss.,S,dddSdddSdddd,S,ddd
233,ssssssssssssssssssssss,ddds.sssssssss.,S,dddSdddSdddd,S,ddd
234,ssssssSs,ddds.ssssssssss.,S,dddSdddSdddd.,ssssssss,ddd
235,ssss,dssss.,ssssssssss,S,S,ddd
236,sssssssss,ddds.sssssssss.,ssssssssss,dddSdddSdddd,S,S
237,ssssssss,ddds.sssssssssssss.,ssssssssss,dddSdddSdddd,S,ddd
238,ssssssssssssss,ddds.ssssssssssss.,ssssssssss,dddSdddSdddd,ssssssssss,S
239,ssssssssss,ddddssssssssssss.,S,dddSdddSdddd,S,ddd
240,ssssS,dddddsssssssssssssss.,S,dddSdddS,ssssssssssss,ddd
241,sssss,ddddssssssssssss.,sssssssssss,S,S,ddd
242,ssssSs,ddds.sssssssssssss.,ssssssssss,S,ssssss,ddd
243,sssssssssss,dddssssssssss.,ssssssssss,S,sssssssssss,S
244,sssssss,ddddssssssssss.,S,S,S,S
245,sssssssssSs,ddds.sssssssss,S,S,S,ddd
246,sssssss,dddds.ssssssssss.,ssssssssss,dddSdddSdddd,S,S
247,sssssssssSs,ddddssssss.,sssssssssss,dddSdddSdddd,ssssssss,ddd
248,sssssssssSs,dssssdddddsssssssssssssss.ssssssssssss.,ssssssssssssssss,dddSdddSdddd,S,S
249,ssssssssssss,ddddsssssssssss.,S,dddSdddSdddd,ssssssss,ddd
250,sssssSssssSsssssssssssss,ddddsss.ssssssssss,ssssssssss,dddSdddSdddd,sssssss,S
251,sssssssssssssssssssssss,ddds.sssssssss.,ssssssssss,dddSdddSdddd,sssssss,ddd
252,sssssssssSssssss,ddddds.ssssssss.,ssssssssss,dddSdddSdddd,ssssssssss,S
253,sssssssSsssss,ddds.ssssssssssss,ssssssssss,dddSdddSdddd,S,ddd
254,sssssSs,dddssssssss.,ssssssssss,S,sssssssssss,ddd
255,ssss,ddddssssssssss.,ssssssssss,S,sssss,ddd
256,ssssssssss,ddddsssssssssss.,S,dddSdddSdddd,S,ddd
257,ssssss,ddddssssssssss.,S,dddSdddSdddd,ssssss,ddd
258,ssssssSssssssssss,ddddssssssssssss.,ssssssssss,dddSdddSdddd,S,ddd
259,sssssssssssssssssssssss,ddds.ssssssss.,ssssssssss,S,sssss,ddd
260,ssssssSs,ddddssssssssss.,S,S,ssssssss,ddd
261,ssssSsSssSs,ddds.sssssssss.,ssssssssss,dddSdddSdddd,ssssssss,ddd
262,ssssss,ddds.ssssssssss.,S,S,S,ddd
263,sssssssssss,ddddssssssss.,S,dddSdddSdddd,S,ddd
264,sssssss,dddddssssssssssss.,ssssssssss,dddSdddSdddd,S,S
265,ssssssssssssssss,dssss.,ssssssssss,S,S,ddd
266,ssssSs,dddddsssssssssss.,ssssssssss,S,ssssssss,ddd
267,ssssssssssssss,dddds.sssssss.,ssssssssss,dddSdddSdddd,sssssssssss,ddd
268,sssss,dddddsssssssssss.,sssssssssss,dddSdddSdddd,S,ddd
269,sssss,ddds.ssssssss.,S,dddSdddSdddd,sssssss,ddd
270,ssSssssssssssss,ddds.sssssssss.,ssssssssss,dddSdddSdddd,S,S
271,ssss,dssss.sssssssss,sssssssssss,dddSdddSdddd,sssssss,S
272,ssssssssssssssssss,ddds.ssssssssss.,ssssssssss,S,sssss,ddd
273,ssssssSsssssssssssssssSsSsssssss,dddds.sssssss.,ssssssssss,S,ssssssss,ddd
274,sssssssssssss,ddddssssss.,ssssssssss,dddSdddSdddd,S,S
275,ssss,dssss.,S,dddSdddSdddd,S,ddd
276,ssssssss,ddddsssssssssss.,ssssssssss,dddSdddSdddd,ssssssss,S
277,sssssssssss,ddddssssssssss.,S,dddSdddSdddd,sssssss,ddd
278,sssssssssss,ddds.ssssssss.,ssssssssss,dddSdddSdddd,sssss,ddd
279,sssssssssSs,ddddssssssssss.,S,dddSdddSdddd,sssss,ddd
280,ssssssss,ddddssssssssssss.,ssssssssss,dddSdddSdddd,S,ddd
281,sssssssssSs,ddddssssssssssss.,ssssssssss,dddSdddSdddd,sssss,ddd
282,ssss,ddddsssssssssssssssss.,ssssssss,dddSdddSdddd,ssssssss,S
283,sssssssssssss,dds.ssssssssss.,S,dddSdddSdddd,S,S
284,ddssss,ddssssss.ssssssssssssssssssssss.,sssssss,dddSdddSdddd,sssss,ddd
285,dsssssssssss,dsssssss.,S,dddSdddSdddd,ssssssss,S
286,ssssssss,ddddsssss.ssddssss.,sssssss,dddSdddSdddd,ssssss,ddd
287,sssssssss,ddds.ddss.sssssssdsssssdssssss.,sssssss,S,S,ddd
288,sss,dddssssssssssddssss.,sssssss,dddSdddSdddd,ssssssss,ddd
289,sssss,ddds.ddssss.,sssssss,dddSdddSdddd,sssssss,ddd
290,sssssSssss,ddds.ddssss.,sssssss,dddSdddSdddd,ssssssss,ddd
291,sssssssssssssss,dssssssssssssssssssssddssss.,S,dddSdddSdddd,S,S
292,sssssssssssss,dsssssss.ssddssss.,sssssss,dddSdddSdddd,ssssssss,S
293,sssssssssss,ddds.ddssss.sssssssdsssssdssssss.,sssssss,dddSdddSdddd,S,ddd
294,sssssss,dddddds.ddssss.,sssssss,dddSdddSdddd,ssssssss,ddd
295,ssssssSs,ddds.sssssssss.sssssssssssss.,sssssss,dddSdddSdddd,S,ddd
296,ssssssssss,dddSdddsssssss.ssssssssssssssssssss,sssssss,S,sssss,ddd
297,ssssssss,dddddsssss.sssssssddsssssddsssss.,S,dddSdddSdddd,sssssssssssss,S
298,ssssssss,ddds.ddssss.,S,dddSdddSdddd,sssssss,ddd
299,sssssssssSs,ddds.ddssss.,sssssss,dddSdddSdddd,ssssssss,ddd
300,ssssss,ddddsssss.sssssssddsssssddsssss.,S,S,S,ddd
301,sssssSs,ddddsssss.sssssssddsssssddsssss.,sssssss,dddSdddSdddd,ssssssss,S
302,sssssssss,dddsssss.ssssdssss.,sssssss,dddSdddSdddd,S,ddd
303,ssss,dds.ddssss.,sssssss,dddSdddSdddd,sssssssssssss,S
304,ssssssss,ddddsdsssss.sssssssddsssssddsssss.,sssssss,S,S,ddd
305,ssssssss,ddds.ddssss.sssdsssss.,sssssss,dddSdddSdddd,S,ddd
306,sssssssssssSsSs,dddssssssss.sssssssssssss.,S,S,ssssssss,S
307,sssss,ddds.ddssss.,sssssss,dddSdddSdddd,sssssss,ddd
308,ssssssssssssssssssssssssssssssssssssss,dds.ddssss.sssssssdsssssdssssss.,sssssss,dddSdddSdddd,ssssssss,ddd
309,sd,dddsssssssss.ssssssssssssssss.,sssssss,S,S,ddd
310,ss,ddds.ddssss.ssssssssssssss.ssssssssssssssss.,S,S,ssssss,ddd
311,ssssssssss,dddddsssss.sssssssddsssssddsssss.,sssssss,S,sssssssss,ddd
312,ssssssssssss,dddssssssssssss,S,dddSdddSdddd,ssssss,ddd
313,sssssssssssss,dds.ddssss.,sssssss,dddSdddSdddd,sssssssss,S
314,ssssssssssssss,ddds.ddssss.,sssssss,dddSdddSdddd,ssssss,ddd
315,ssssssssss,ds.ddssss.,sssssss,dddSdddSdddd,ssssss,ddd
316,ssssssssss,dddsssssss.sssssssddssss.ssssssssssssssss.,S,S,S,ddd
317,sssssss,ddds.dssss.sssssssssss.,sssssss,S,S,ddd
318,ssssssssss,ddsssssssssss.sssssssssssssssssssssssssss.,sssssss,dddSdddSdddd,S,S
319,sssssssssSsssssss,ddssssssssssss.,S,S,sssssssss,ddd
320,sssssssss,dddssssssssss.ssssssssssssssssssssssssssss.,sssssss,dddSdddSdddd,ssssss,S
321,sssssssssss,dddsssssssssss.sssssssdssssssssssssssss.,sssssss,dddSdddSdddd,sssssssss,ddd
322,sssssssss,dddssssssss.ssssssssss,sssssss,dddSdddSdddd,S,ddd
323,ssssssssssss,ddsssssss.ssssssssssss.,S,dddSdddSdddd,sssssssss,ddd
324,ssssssssssssssssssss,ds.ddssss.,sssssss,S,sssssss,S
325,ssssssssssssss,dddssssssssssss.sssssssssss.,S,S,ssssss,ddd
326,sssssssSssssss,ddddsssss.ssddssss.,sssssss,dddSdddSdddd,sssssss,S
327,sssssssssss,dddsssssssss.ssssssssssssssssssssssssss.,sssssss,dddSdddSdddd,S,ddd
328,ssssssssssssssssssssSssssssssss,ddssssssss.ssssssssssssssssssssssss.,sssssss,dddSdddSdddd,sssss,ddd
329,ssssssssssssss,ddsssssssssss.ssssssss.sssssssssssssssssssss.,sssssss,dddSdddSdddd,ssssss,S
330,sssss,ddds.ddssss.,sssssss,S,sssss,ddd
331,ssssssssss,dds.ddssss.,sssssss,S,ssssssss,ddd
