id,name,addr,city,phone,type,class
260,8,17,,,8,3
261,13,18,11,12,8,3
262,6,19,,,,3
263,12,15,,12,,3
264,7,20,11,12,,
265,18,7,11,,,3
266,6,19,11,,8,3
267,15,17,11,12,11,3
268,5,19,12,12,,3
269,5,17,,12,7,3
270,18,18,11,12,,
271,4,17,12,12,7,
272,19,20,11,,5,3
273,37,17,11,,8,3
274,15,13,11,12,,
275,4,7,,12,,3
276,8,18,11,12,8,
277,12,17,,12,7,3
278,12,17,11,12,5,3
279,12,17,,12,5,3
280,10,20,11,12,,3
281,12,19,11,12,5,3
282,4,25,9,12,8,
283,15,18,,12,,
284,7,40,8,12,5,3
285,14,11,,12,8,
286,8,24,8,12,6,3
287,9,40,8,,,3
288,3,24,8,12,8,3
289,5,15,8,13,7,3
290,11,15,8,12,8,3
291,16,34,,12,,
292,14,23,8,12,8,
293,12,42,8,12,,3
294,7,19,8,12,8,3
295,8,36,8,12,,3
296,11,40,8,,5,3
297,9,41,,12,13,
298,8,15,,12,7,3
299,12,15,8,12,8,3
300,7,40,,,,3
301,7,40,8,12,8,
302,10,25,8,12,,3
303,4,14,8,12,13,
304,8,42,8,,,3
305,8,29,8,12,,3
306,16,31,,,8,
307,5,15,8,12,7,3
308,46,41,8,12,8,3
309,2,36,8,,,3
310,2,55,,,6,3
311,11,41,8,,10,3
312,13,18,,12,6,3
313,15,14,8,12,10,
314,15,15,8,12,6,3
315,11,13,8,12,6,3
316,11,51,,,,3
317,8,29,8,,,3
318,11,50,8,12,,
319,18,17,,,10,3
320,10,51,8,12,6,
321,12,48,8,12,10,3
322,10,26,8,12,,3
323,13,28,,12,10,3
324,22,13,8,,7,
325,15,34,,,6,3
326,15,24,8,12,7,
327,13,48,8,12,,3
328,36,44,8,12,5,3
329,15,54,8,12,6,
330,5,15,8,,5,3
331,11,14,8,,8,3
332,4,15,8,12,6,
333,10,14,,,,
334,15,9,,12,10,
335,12,41,8,,10,3
336,12,24,8,12,10,3
337,7,47,8,,7,3
338,13,14,,12,10,
339,4,31,8,12,,3
340,11,15,8,12,6,
341,5,24,8,,7,3
342,15,49,8,12,8,
343,10,48,,,7,3
344,7,26,8,12,8,
345,12,13,8,12,5,3
346,7,41,8,,8,
347,14,25,8,12,5,3
348,24,32,8,12,7,3
349,5,28,,,6,3
350,7,14,8,,,3
351,23,14,,12,8,3
352,16,40,,,8,3
353,21,41,8,12,7,
354,9,45,8,,8,
355,5,37,8,,8,3
356,12,14,8,12,7,3
357,13,15,8,,10,3
358,7,43,8,,8,
359,9,13,8,12,7,3
360,15,25,8,12,8,3
361,12,24,,12,,3
362,17,25,,12,10,3
363,9,29,8,12,7,
364,13,45,8,12,5,3
365,10,30,8,12,,3
366,11,15,8,12,8,
367,8,13,8,12,,3
368,6,42,8,12,7,3
369,6,40,8,12,8,3
370,14,31,8,13,5,3
371,12,50,8,,7,3
372,7,41,,12,8,3
373,14,15,8,,8,3
374,29,25,8,,,3
375,4,48,,,,3
376,17,24,8,,8,
377,8,49,8,,7,3
378,10,47,8,,7,3
379,7,15,8,,,3
380,10,32,8,,14,3
381,9,48,8,12,5,3
382,13,40,8,13,10,3
383,7,14,8,,14,
384,12,14,,,,3
385,14,14,8,12,5,3
386,12,42,,12,5,
387,9,15,8,12,8,3
388,12,15,8,12,,
389,10,15,8,12,,3
390,9,41,,,14,3
391,17,45,,12,,
392,5,33,8,12,6,3
393,10,13,,12,6,3
394,16,40,8,,7,
395,19,15,8,12,,3
396,5,31,8,12,14,3
397,12,15,8,12,,3
398,11,15,8,13,,3
399,8,49,8,12,10,3
400,9,33,8,,6,3
401,8,15,8,12,7,3
402,9,15,8,12,8,
403,11,15,8,12,6,3
404,9,45,8,12,8,3
405,10,43,8,12,6,
406,14,14,8,,8,
407,4,42,,12,8,3
408,12,49,,12,24,3
409,8,41,,12,7,3
410,11,45,8,12,8,3
411,13,24,8,,7,3
412,14,41,,12,8,
413,13,42,8,12,5,
414,7,42,,12,6,3
415,18,51,8,12,10,3
416,5,47,8,,,
417,9,25,8,12,8,3
418,14,14,8,,5,3
419,25,15,,,,
420,10,14,,12,8,
421,7,42,8,,5,3
422,8,24,8,12,8,3
423,11,30,,12,8,3
424,32,14,8,13,5,3
425,19,27,8,,5,3
426,7,13,8,12,10,3
427,5,29,,,8,3
428,4,15,8,12,7,3
429,16,15,8,12,7,
430,5,14,,12,,3
431,8,48,8,12,,3
432,5,16,8,12,,3
433,5,26,,12,14,
434,19,14,8,,7,
435,6,27,,12,,
436,13,41,,,6,3
437,12,15,8,12,,
438,11,46,8,12,,
439,10,41,8,12,14,3
440,16,15,8,12,8,3
441,7,29,,13,,
442,12,46,,12,8,3
443,10,14,8,12,8,3
444,4,15,8,12,,3
445,9,15,,,16,
446,4,15,8,12,7,
447,8,43,,,,
448,14,43,8,12,11,3
449,13,25,8,12,,3
450,12,15,8,,,3
451,7,47,8,12,7,3
452,13,13,8,,7,
453,29,32,8,,13,3
454,10,14,8,12,,
455,13,45,,12,10,3
456,18,46,,12,8,3
457,9,14,8,12,,3
458,11,17,,12,8,3
459,29,25,,12,8,
460,6,14,8,,8,3
461,5,14,8,13,5,3
462,20,32,8,12,7,3
463,38,30,8,12,8,3
464,10,40,,12,12,3
465,8,46,8,12,7,3
466,17,24,8,12,5,3
467,7,28,,,,3
468,14,14,8,12,5,
469,6,24,8,13,8,
470,8,38,8,,,3
471,7,57,8,12,11,
472,14,24,,,10,
473,17,25,8,12,8,3
474,19,40,8,12,7,
475,9,15,8,12,7,
476,13,36,,12,,
477,10,48,8,12,10,3
478,8,14,8,12,5,
479,15,40,8,12,14,3
480,11,15,8,,8,3
481,21,30,8,12,10,3
482,7,25,8,,8,3
483,13,18,8,12,14,3
484,15,14,8,12,8,
485,4,15,8,12,8,3
486,10,15,,,8,
487,4,37,8,12,8,
488,5,40,,12,,3
489,10,26,8,12,22,3
490,3,46,,12,8,3
491,5,22,7,12,13,
492,23,30,,12,8,
493,19,16,7,,5,
494,8,46,,,8,3
495,19,13,7,12,,
496,21,23,7,12,11,
497,11,32,7,12,7,3
498,8,18,7,12,13,3
499,16,33,7,13,8,3
500,9,21,7,12,7,3
501,6,31,,12,,3
502,10,13,7,12,13,3
503,9,53,7,,9,3
504,20,24,7,12,,3
505,32,18,7,,,
506,22,49,7,,11,3
507,20,44,7,12,,3
508,24,29,,12,,3
509,18,49,7,12,,3
510,17,21,7,12,8,
511,13,49,7,,5,3
512,12,48,7,,13,3
513,8,31,7,,5,3
514,33,45,7,12,7,3
515,15,42,7,12,5,3
516,19,52,7,12,8,
517,7,18,7,,,
518,24,21,,12,,3
519,20,14,7,,,
520,20,48,7,12,7,3
521,25,35,,12,6,
522,9,18,,12,,3
523,16,33,7,12,,3
524,6,13,,12,,3
525,32,20,,,8,3
526,9,12,,12,8,3
527,9,16,7,12,5,3
528,19,30,,12,5,3
529,18,18,,12,8,3
530,15,24,7,,6,3
531,35,30,7,12,,
532,12,24,7,12,,3
533,20,20,7,12,,3
534,6,18,7,12,11,3
535,9,16,,12,7,
536,19,22,9,,7,3
537,13,17,9,12,5,
538,27,31,9,12,7,3
539,11,22,,12,7,
540,20,15,9,12,19,3
541,6,22,9,12,,3
542,7,17,9,,8,
543,13,22,9,12,19,3
544,13,20,,,8,3
545,9,22,9,12,19,3
546,11,22,9,12,,
547,14,20,9,,,3
548,24,10,,,,3
549,13,22,,,7,3
550,13,22,9,12,5,3
551,5,19,9,12,7,
552,19,18,,12,,
553,12,18,9,12,12,3
554,16,18,,12,5,3
555,14,20,9,12,,
556,27,22,9,,7,3
557,12,20,9,12,19,3
558,6,22,9,12,,3
559,12,18,,,11,3
560,13,22,9,12,19,3
561,13,22,9,12,,3
562,8,19,9,12,7,3
563,14,20,,12,7,
564,7,17,9,12,12,3
565,4,15,,,8,
566,10,19,13,,,
567,10,17,13,,17,3
568,8,14,,,,
569,11,15,,,6,3
570,3,11,13,,,3
571,5,14,13,12,,3
572,13,17,13,12,7,3
573,12,17,13,12,7,
574,12,17,13,12,30,3
575,27,12,13,12,,3
576,13,15,,12,7,3
577,5,15,,12,8,3
578,6,19,,12,30,3
579,12,15,13,,8,3
580,9,12,13,12,6,
581,3,14,,12,24,3
582,14,16,13,12,8,3
583,12,30,13,,17,
584,9,15,13,12,,3
585,23,13,,12,8,
586,6,18,,12,10,3
587,14,20,13,12,5,3
588,7,18,,12,12,3
589,14,15,13,12,8,3
590,18,13,13,12,7,3
591,7,12,13,,,3
592,23,16,,12,,3
593,15,16,13,12,5,
594,18,13,,,7,3
595,23,16,13,12,7,3
596,25,16,,,,3
597,6,18,13,,,
598,12,16,13,12,5,3
599,7,12,,12,,3
600,8,14,13,12,,3
601,29,35,13,,5,
602,19,17,,12,,3
603,10,12,13,,6,3
604,9,15,,12,,3
605,14,13,13,12,,3
606,6,16,13,,5,3
607,8,13,,,24,3
608,20,15,13,12,7,3
609,10,18,,12,10,
610,7,17,13,12,,
611,11,16,,,5,3
612,10,12,13,12,8,
613,8,17,13,12,7,3
614,25,12,,12,6,
615,12,18,13,12,7,
616,11,16,,,7,3
617,6,16,13,12,6,3
618,7,14,13,12,,3
619,10,16,13,12,21,
620,7,18,13,12,8,
621,6,13,13,12,,3
622,6,13,,12,,3
623,14,14,,12,,
624,15,14,,12,6,
625,21,1,13,12,13,3
626,5,17,,12,,
627,10,17,,,8,3
628,15,13,,12,24,3
629,12,16,,12,5,
630,11,13,13,12,,3
631,12,18,13,12,7,3
632,11,19,,12,6,3
633,6,13,13,12,5,3
634,9,16,13,,5,3
635,7,18,13,,,3
636,17,17,13,12,7,3
637,18,20,13,12,7,3
638,12,17,13,12,,3
639,7,13,13,12,,
640,9,15,13,12,5,3
641,12,13,13,12,24,3
642,19,13,13,12,,3
643,8,13,,,30,3
644,17,15,13,,13,3
645,14,19,7,12,8,3
646,11,19,,12,12,
647,10,15,,12,7,
648,14,30,13,12,,
649,15,24,12,12,,3
650,9,16,,,,
651,9,17,8,,11,3
652,12,20,,,5,
653,20,17,13,,12,3
654,25,22,8,12,11,
655,7,19,9,12,7,3
656,9,17,6,12,8,3
657,10,30,,12,,
658,9,17,2,,,
659,12,8,13,12,8,3
660,9,25,,12,,
661,13,19,8,12,7,
662,6,17,12,12,,3
663,12,17,8,,,3
664,19,19,7,,,3
665,14,17,2,12,12,3
666,27,18,9,12,12,3
667,9,24,,12,10,3
668,23,18,2,12,,3
669,7,21,,12,11,3
670,29,21,,,8,3
671,5,23,,12,14,3
672,13,19,7,,12,
673,18,23,11,12,,3
674,32,21,,12,13,3
675,19,17,2,12,8,
676,13,16,,,7,
677,11,17,2,,,3
678,11,21,2,,7,3
679,11,31,12,12,12,3
680,13,9,,12,7,3
681,24,13,14,,15,3
682,8,19,,,,3
683,12,25,16,12,,
684,16,19,,,,3
685,28,19,2,,8,3
686,8,25,17,,8,3
687,14,22,14,12,8,3
688,23,14,,12,,3
689,7,17,,12,12,3
690,21,17,2,12,10,3
691,12,19,6,12,5,3
692,15,21,,12,8,3
693,10,21,13,12,,3
694,22,28,,,6,3
695,13,19,8,12,11,3
696,7,12,9,12,,3
697,24,19,2,12,8,3
698,11,18,7,12,7,
699,4,16,,,8,3
700,5,15,,12,,3
701,16,19,6,12,8,
702,11,20,,12,,3
703,17,8,10,12,10,3
704,38,18,,12,,3
705,5,19,,12,,3
706,12,19,11,12,8,3
707,15,17,,,,3
708,5,23,,,12,3
709,7,18,2,12,10,
710,26,18,15,,6,
711,11,17,11,,7,3
712,14,20,8,12,,3
713,18,14,,12,6,3
714,7,14,,,14,
715,16,9,,12,7,
716,14,18,13,12,,
717,13,17,13,12,10,3
718,20,16,13,12,,3
719,15,16,13,,7,3
720,6,14,13,12,6,
721,17,14,13,,6,3
722,11,15,13,12,6,3
723,12,14,,12,5,3
724,18,18,,12,8,
725,13,13,13,,8,3
726,9,15,13,,,
727,13,14,,12,,3
728,14,10,,12,,3
729,15,14,13,,5,3
730,13,14,13,,9,3
731,4,15,,12,,3
732,12,7,13,12,8,3
733,10,13,,12,5,3
734,13,13,13,12,,3
735,16,16,8,,4,
736,10,13,13,12,,3
737,20,14,13,,5,3
738,13,14,,,8,3
739,16,16,13,12,6,3
740,12,18,13,12,,
741,9,17,,,14,
742,4,14,13,12,,3
743,20,13,13,12,11,
744,10,11,13,12,7,3
745,4,15,13,12,,3
746,8,15,13,12,11,3
747,13,17,8,12,5,
748,23,12,8,12,11,3
749,13,16,13,,,3
750,17,14,13,,7,3
751,10,17,13,12,8,3
752,18,15,,12,11,3
753,18,14,6,12,3,3
754,8,14,13,,8,3
755,8,14,13,,,
756,22,14,,12,7,3
757,16,15,13,12,,3
758,8,15,6,,,3
759,15,14,13,12,4,
760,19,14,,12,4,3
761,7,15,,12,9,
762,16,14,,12,7,3
763,20,9,,,8,3
764,17,15,,12,,3
765,4,15,13,12,,
766,6,15,,12,,
767,25,14,,,,
768,18,23,9,12,11,
769,18,20,9,12,,
770,31,23,9,12,7,
771,25,20,9,12,,3
772,13,18,9,,11,3
773,14,23,,,5,3
774,19,19,,,,3
775,21,23,9,,,3
776,11,23,9,12,12,
777,8,23,9,,7,3
778,31,23,9,,11,
779,13,17,9,12,7,3
780,18,25,,12,,3
781,17,23,9,12,11,3
782,15,18,9,12,11,3
783,9,15,9,12,7,3
784,15,23,9,,,3
785,8,23,9,12,7,
786,8,22,7,12,,3
787,21,17,7,12,10,3
788,18,16,7,12,12,
789,16,18,7,,,3
790,11,20,7,,13,
791,30,12,7,12,13,
792,21,19,7,,,3
793,15,18,7,12,10,3
794,14,16,7,,,3
795,5,20,,12,14,3
796,7,18,,12,10,3
797,14,21,8,12,,3
798,5,21,7,,11,3
799,8,16,7,,7,3
800,35,21,7,12,13,3
801,4,22,7,,,3
802,19,18,,,8,3
803,10,21,,12,,3
804,11,14,,12,13,3
805,17,19,7,,,3
806,20,16,,12,5,3
807,13,15,6,12,,3
808,15,20,6,12,6,
809,9,22,7,12,,3
810,19,15,7,12,8,3
811,19,18,7,12,12,3
812,15,16,,12,,3
813,25,15,,12,10,
814,8,23,7,,,3
815,29,20,7,,11,3
816,7,18,,,4,3
817,4,18,7,12,,3
818,20,26,7,12,7,
819,27,18,7,12,8,
820,19,21,,12,11,3
821,18,19,7,12,10,
822,27,17,7,12,14,3
823,7,22,,12,13,3
824,19,15,7,,12,
825,4,17,7,12,,3
826,16,19,,12,10,3
827,9,25,7,12,7,3
828,27,20,7,,,
829,10,24,7,12,,3
830,22,21,,12,6,3
831,9,22,12,12,4,3
832,12,16,,12,,3
833,10,15,13,,11,3
834,11,17,13,,11,
835,11,17,,12,7,
836,13,15,13,12,,3
837,8,14,,12,8,
838,23,13,,12,6,
839,10,16,13,12,4,3
840,5,15,13,,8,3
841,25,19,13,,10,3
842,25,15,13,12,7,
843,16,15,13,12,10,3
844,18,12,13,12,11,3
845,9,16,13,12,7,3
846,15,11,13,,13,
847,11,16,13,12,7,3
848,33,13,13,12,7,3
849,11,15,13,12,4,3
850,14,14,13,12,,3
851,12,14,13,12,10,3
852,31,14,13,12,9,
853,23,13,13,12,7,3
854,21,15,13,12,8,3
855,17,13,,12,4,3
856,12,16,,,10,3
857,17,13,13,12,7,3
858,11,14,,12,4,
859,7,13,,12,6,3
860,9,17,13,12,,3
861,6,11,13,12,10,3
862,15,11,13,,5,3
863,29,13,13,12,7,3
